sku,demand_sum,fulfilled_sum,fill_rate
SKU_A,920242,901573,0.9797129450731438
SKU_B,396172,362327,0.9145699342709732
SKU_C,531472,507292,0.9545037179757353
SKU_D,459814,449701,0.9780063242963459
SKU_E,362156,325260,0.898121251615326
