sku,demand_sum,fulfilled_sum,fill_rate
SKU_A,152220,152220,1.0
SKU_B,64894,60199,0.9276512466483804
SKU_C,97695,97107,0.9939812682327652
SKU_D,72319,67450,0.932673294708168
SKU_E,60592,60592,1.0
