sku,demand_sum,fulfilled_sum,fill_rate
SKU_A,920242,812196,0.8825895796975144
SKU_B,396172,330465,0.83414527023616
SKU_C,531472,453772,0.8538022699220279
SKU_D,459814,376992,0.8198793425167568
SKU_E,362156,326569,0.9017357161002441
