sku,demand_sum,fulfilled_sum,fill_rate
SKU_A,152220,152191,0.9998094862698725
SKU_B,64894,64563,0.994899374364348
SKU_C,97695,96285,0.9855673268846922
SKU_D,72319,72251,0.9990597215116359
SKU_E,60592,59758,0.986235806707156
