sku,demand_sum,fulfilled_sum,fill_rate
SKU_A,152220,152220,1.0
SKU_B,64894,63279,0.9751132616266527
SKU_C,97695,91135,0.9328522442294898
SKU_D,72319,69376,0.9593053001285969
SKU_E,60592,58844,0.9711513071032479
