sku,demand_sum,fulfilled_sum,fill_rate
SKU_A,152220,150186,0.9866377611351991
SKU_B,64894,64848,0.9992911517243505
SKU_C,97695,97476,0.9977583294948564
SKU_D,72319,69899,0.9665371479141028
SKU_E,60592,59559,0.982951544758384
