sku,demand_sum,fulfilled_sum,fill_rate
SKU_A,152220,151903,0.9979174878465379
SKU_B,64894,64289,0.9906771042006965
SKU_C,97695,95846,0.9810737499360254
SKU_D,72319,71643,0.990652525615675
SKU_E,60592,60592,1.0
