sku,demand_sum,fulfilled_sum,fill_rate
SKU_A,920242,254230,0.2762642870027667
SKU_B,396172,127521,0.32188291953999776
SKU_C,531472,175523,0.33025822620947104
SKU_D,459814,146421,0.31843528035249036
SKU_E,362156,100453,0.27737494339455926
