sku,demand_sum,fulfilled_sum,fill_rate
SKU_A,152220,114583,0.7527460254894232
SKU_B,64894,43198,0.6656701698153913
SKU_C,97695,68481,0.700967296176877
SKU_D,72319,56221,0.7774028955046391
SKU_E,60592,48072,0.7933720623184579
