sku,demand_sum,fulfilled_sum,fill_rate
SKU_A,152220,147191,0.9669622914203128
SKU_B,64894,64894,1.0
SKU_C,97695,88033,0.9011003633758125
SKU_D,72319,71583,0.989822868125942
SKU_E,60592,59423,0.9807070240295749
