sku,demand_sum,fulfilled_sum,fill_rate
SKU_A,152220,150467,0.9884837734857443
SKU_B,64894,62355,0.960874657133171
SKU_C,97695,97634,0.9993756077588413
SKU_D,72319,72319,1.0
SKU_E,60592,60355,0.9960885925534724
