sku,demand_sum,fulfilled_sum,fill_rate
SKU_A,152220,152220,1.0
SKU_B,64894,51664,0.7961290720251487
SKU_C,97695,96098,0.9836532064076974
SKU_D,72319,71674,0.9910811819853703
SKU_E,60592,59825,0.9873415632426723
