sku,demand_sum,fulfilled_sum,fill_rate
SKU_A,152220,146089,0.9597227696754698
SKU_B,64894,64710,0.9971646068974019
SKU_C,97695,90277,0.9240698090997492
SKU_D,72319,71862,0.9936807754532004
SKU_E,60592,60242,0.9942236598890942
