sku,demand_sum,fulfilled_sum,fill_rate
SKU_A,152220,123816,0.8134016554986204
SKU_B,64894,53081,0.8179646808641785
SKU_C,97695,82221,0.8416090895132812
SKU_D,72319,57414,0.7938992519254967
SKU_E,60592,49950,0.8243662529706892
