sku,demand_sum,fulfilled_sum,fill_rate
SKU_A,152220,144663,0.9503547497043753
SKU_B,64894,58048,0.8945048848892039
SKU_C,97695,88083,0.9016121602947951
SKU_D,72319,70970,0.9813465341058366
SKU_E,60592,60592,1.0
