node_id,demand_sum,fulfilled_sum,fill_rate
R1,13236,10940.0,0.8265336959806588
R2,8217,5629.0,0.6850432031154923
R3,21393,18441.0,0.8620109381573412
Supplier,0,0.0,
W1,0,0.0,
W2,0,0.0,
_OVERALL_,42846,35010.0,0.8171124492368016
