node_id,sku,demand_sum,fulfilled_sum,fill_rate
R1,SKU1,295680,281724.0,0.9528003246753247
R2,SKU1,195525,180760.0,0.9244853599283979
R3,SKU1,429037,385350.0,0.8981742833368683
Supplier,SKU1,0,0.0,0.0
W1,SKU1,0,0.0,0.0
W2,SKU1,0,0.0,0.0
_OVERALL_,_ALL_,920242,847834.0,0.9213163493950505
