sku,demand_sum,fulfilled_sum,fill_rate
SKU_A,152220,149489,0.9820588621731704
SKU_B,64894,64889,0.9999229512743859
SKU_C,97695,97250,0.9954450074210554
SKU_D,72319,72319,1.0
SKU_E,60592,60592,1.0
