sku,demand_sum,fulfilled_sum,fill_rate
SKU_A,152220,152220,1.0
SKU_B,64894,64805,0.9986285326840694
SKU_C,97695,92122,0.9429551154102053
SKU_D,72319,71261,0.9853703729310417
SKU_E,60592,60401,0.9968477686823343
