sku,demand_sum,fulfilled_sum,fill_rate
SKU_A,152220,141567,0.9300157666535278
SKU_B,64894,64857,0.9994298394304558
SKU_C,97695,92884,0.9507549004554993
SKU_D,72319,71356,0.9866839972897855
SKU_E,60592,56967,0.9401736202799049
