sku,demand_sum,fulfilled_sum,fill_rate
SKU_A,920242,668401,0.7263317692520012
SKU_B,396172,289386,0.7304554587401432
SKU_C,531472,398805,0.7503781949002017
SKU_D,459814,321435,0.6990544002574954
SKU_E,362156,264242,0.7296358475353163
