node_id,demand_sum,fulfilled_sum,fill_rate
R1,13236,6778.0,0.5120882441825325
R2,8217,3252.0,0.39576487769258856
R3,21393,14369.0,0.6716683027158417
Supplier,0,0.0,
W1,0,0.0,
W2,0,0.0,
_OVERALL_,42846,24399.0,0.5694580590953648
