sku,demand_sum,fulfilled_sum,fill_rate
SKU_A,152220,144897,0.9518919984233346
SKU_B,64894,54469,0.8393534070946467
SKU_C,97695,84560,0.8655509493832847
SKU_D,72319,71959,0.995022055061602
SKU_E,60592,56141,0.9265414576181674
