t,node_id,sku,on_hand,backlog_external,backlog_children,pipeline_in,orders_to_parent,received,phase,demand,fulfilled_external,holding_cost,backlog_cost,ordering_cost,transport_cost,total_cost
102,R3,SKU_E,44,0,0,367,63,92,EOD,63,63,1.144,0.0,0.126,0.0,1.27
103,Supplier,SKU_A,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,92.29114164333289,92.29114164333289
103,Supplier,SKU_B,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,163.46484657867472,163.46484657867472
103,Supplier,SKU_C,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,74.7743844644011,74.7743844644011
103,Supplier,SKU_D,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,148.6915198838307,148.6915198838307
103,Supplier,SKU_E,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,115.77810742976058,115.77810742976058
103,W1,SKU_A,157,0,0,1367,212,279,EOD,0,0,2.355,0.0,13.696,44.329295891948654,60.38029589194865
103,W1,SKU_B,81,0,0,748,113,126,EOD,0,0,1.458,0.0,10.678,94.12959643691272,106.26559643691272
103,W1,SKU_C,220,0,0,787,86,158,EOD,0,0,3.52,0.0,11.602,25.95861169952746,41.08061169952746
103,W1,SKU_D,29,0,0,714,82,114,EOD,0,0,0.49300000000000005,0.0,10.574,44.46001484619702,55.52701484619702
103,W1,SKU_E,104,0,0,561,84,92,EOD,0,0,1.6640000000000001,0.0,9.504,53.12248112541416,64.29048112541416
103,W2,SKU_A,46,0,0,1610,193,191,EOD,0,0,0.69,0.0,13.544,23.420620437956202,37.654620437956204
103,W2,SKU_B,0,0,130,706,63,75,EOD,0,0,0.0,0.0,10.378,36.405109489051085,46.783109489051085
103,W2,SKU_C,25,0,0,946,96,102,EOD,0,0,0.4,0.0,11.672,17.474452554744527,29.546452554744526
103,W2,SKU_D,0,0,81,988,139,108,EOD,0,0,0.0,0.0,10.973,32.76459854014598,43.73759854014598
103,W2,SKU_E,59,0,0,526,63,86,EOD,0,0,0.9440000000000001,0.0,9.378,22.93521897810219,33.25721897810219
103,R1,SKU_A,203,0,0,261,124,152,EOD,124,124,5.075,0.0,0.248,0.0,5.323
103,R1,SKU_B,103,0,0,137,79,68,EOD,79,79,3.09,0.0,0.158,0.0,3.2479999999999998
103,R1,SKU_C,211,0,0,127,66,87,EOD,66,66,5.697,0.0,0.132,0.0,5.829
103,R1,SKU_D,79,0,0,127,83,74,EOD,83,83,2.212,0.0,0.166,0.0,2.378
103,R1,SKU_E,66,0,0,99,54,56,EOD,54,54,1.716,0.0,0.108,0.0,1.824
103,R2,SKU_A,103,0,0,285,93,86,EOD,93,93,2.575,0.0,0.186,0.0,2.761
103,R2,SKU_B,110,0,0,118,57,65,EOD,57,57,3.3,0.0,0.114,0.0,3.4139999999999997
103,R2,SKU_C,153,0,0,100,32,31,EOD,32,32,4.131,0.0,0.064,0.0,4.195
103,R2,SKU_D,56,0,0,132,40,44,EOD,40,40,1.568,0.0,0.08,0.0,1.6480000000000001
103,R2,SKU_E,102,0,0,126,35,55,EOD,35,35,2.6519999999999997,0.0,0.07,0.0,2.7219999999999995
103,R3,SKU_A,143,0,0,990,224,313,EOD,224,224,3.575,0.0,0.448,0.0,4.023000000000001
103,R3,SKU_B,0,121,0,368,96,157,EOD,96,0,0.0,72.6,0.192,0.0,72.79199999999999
103,R3,SKU_C,97,0,0,600,91,207,EOD,91,91,2.6189999999999998,0.0,0.182,0.0,2.8009999999999997
103,R3,SKU_D,19,0,0,511,162,203,EOD,162,162,0.532,0.0,0.324,0.0,0.8560000000000001
103,R3,SKU_E,103,0,0,301,70,129,EOD,70,70,2.678,0.0,0.14,0.0,2.818
104,Supplier,SKU_A,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,101.50399289204796,101.50399289204796
104,Supplier,SKU_B,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,171.77665393158594,171.77665393158594
104,Supplier,SKU_C,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,69.19808796090626,69.19808796090626
104,Supplier,SKU_D,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,143.17677476677034,143.17677476677034
104,Supplier,SKU_E,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,109.34449044868947,109.34449044868947
104,W1,SKU_A,202,0,0,1317,217,262,EOD,0,0,3.03,0.0,13.736,39.334550384579245,56.10055038457925
104,W1,SKU_B,127,0,0,679,136,182,EOD,0,0,2.286,0.0,10.816,98.04453870625662,111.14653870625662
104,W1,SKU_C,269,0,0,726,98,147,EOD,0,0,4.304,0.0,11.686,25.001758460072217,40.99175846007222
104,W1,SKU_D,28,0,0,674,123,122,EOD,0,0,0.47600000000000003,0.0,10.861,52.25485590023759,63.59185590023759
104,W1,SKU_E,105,0,0,555,89,90,EOD,0,0,1.68,0.0,9.534,47.36429654885431,58.57829654885431
104,W2,SKU_A,50,0,0,1575,224,228,EOD,0,0,0.75,0.0,13.792,23.329678935003916,37.871678935003914
104,W2,SKU_B,0,0,125,668,96,101,EOD,0,0,0.0,0.0,10.576,42.07674236491778,52.65274236491778
104,W2,SKU_C,39,0,0,937,91,105,EOD,0,0,0.624,0.0,11.637,14.21652310101801,26.47752310101801
104,W2,SKU_D,0,0,122,1006,162,121,EOD,0,0,0.0,0.0,11.134,31.50548159749412,42.639481597494125
104,W2,SKU_E,56,0,0,522,70,67,EOD,0,0,0.896,0.0,9.42,21.871574001566167,32.18757400156617
104,R1,SKU_A,152,0,0,244,192,141,EOD,192,192,3.8000000000000003,0.0,0.384,0.0,4.184
104,R1,SKU_B,65,0,0,144,110,72,EOD,110,110,1.95,0.0,0.22,0.0,2.17
104,R1,SKU_C,187,0,0,122,95,71,EOD,95,95,5.049,0.0,0.19,0.0,5.239000000000001
104,R1,SKU_D,43,0,0,131,115,79,EOD,115,115,1.204,0.0,0.23,0.0,1.434
104,R1,SKU_E,40,0,0,100,79,53,EOD,79,79,1.04,0.0,0.158,0.0,1.198
104,R2,SKU_A,102,0,0,280,99,98,EOD,99,99,2.5500000000000003,0.0,0.198,0.0,2.748
104,R2,SKU_B,99,0,0,137,49,38,EOD,49,49,2.9699999999999998,0.0,0.098,0.0,3.0679999999999996
104,R2,SKU_C,157,0,0,89,39,43,EOD,39,39,4.239,0.0,0.078,0.0,4.317
104,R2,SKU_D,67,0,0,122,39,50,EOD,39,39,1.8760000000000001,0.0,0.078,0.0,1.9540000000000002
104,R2,SKU_E,102,0,0,116,45,45,EOD,45,45,2.6519999999999997,0.0,0.09,0.0,2.7419999999999995
104,R3,SKU_A,212,0,0,853,292,361,EOD,292,292,5.300000000000001,0.0,0.584,0.0,5.884
104,R3,SKU_B,0,104,0,346,106,123,EOD,106,2,0.0,62.4,0.212,0.0,62.612
104,R3,SKU_C,162,0,0,470,156,221,EOD,156,156,4.374,0.0,0.312,0.0,4.686
104,R3,SKU_D,14,0,0,462,175,170,EOD,175,175,0.392,0.0,0.35000000000000003,0.0,0.742
104,R3,SKU_E,101,0,0,289,84,82,EOD,84,84,2.626,0.0,0.168,0.0,2.794
105,Supplier,SKU_A,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,92.886257285097,92.886257285097
105,Supplier,SKU_B,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,191.71925002186225,191.71925002186225
105,Supplier,SKU_C,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,59.391348867844606,59.391348867844606
105,Supplier,SKU_D,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,151.91721859849525,151.91721859849525
105,Supplier,SKU_E,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,99.08592522670088,99.08592522670088
105,W1,SKU_A,239,0,0,1206,291,328,EOD,0,0,3.585,0.0,14.328,41.68420969661619,59.59720969661619
105,W1,SKU_B,168,0,0,615,159,200,EOD,0,0,3.0239999999999996,0.0,10.954,88.15003402459755,102.12803402459754
105,W1,SKU_C,387,0,0,572,134,252,EOD,0,0,6.192,0.0,11.938,27.35948103949743,45.489481039497434
105,W1,SKU_D,63,0,0,608,154,189,EOD,0,0,1.0710000000000002,0.0,11.078,50.295055004243224,62.444055004243225
105,W1,SKU_E,116,0,0,509,124,135,EOD,0,0,1.856,0.0,9.744,54.51122023504559,66.1112202350456
105,W2,SKU_A,30,0,0,1527,292,272,EOD,0,0,0.44999999999999996,0.0,14.336,22.047118932727784,36.833118932727785
105,W2,SKU_B,0,0,117,650,106,114,EOD,0,0,0.0,0.0,10.636,34.42974737439682,45.06574737439682
105,W2,SKU_C,13,0,0,898,156,130,EOD,0,0,0.20800000000000002,0.0,12.092,17.66789667896679,29.96789667896679
105,W2,SKU_D,0,0,86,957,175,211,EOD,0,0,0.0,0.0,11.225,39.828271359636666,51.05327135963667
105,W2,SKU_E,64,0,0,500,84,92,EOD,0,0,1.024,0.0,9.504,19.026965654271926,29.554965654271925
105,R1,SKU_A,82,0,0,316,190,120,EOD,190,190,2.0500000000000003,0.0,0.38,0.0,2.43
105,R1,SKU_B,20,0,0,189,110,65,EOD,110,110,0.6,0.0,0.22,0.0,0.82
105,R1,SKU_C,137,0,0,161,106,56,EOD,106,106,3.699,0.0,0.212,0.0,3.911
105,R1,SKU_D,0,6,0,198,97,48,EOD,97,91,0.0,3.3000000000000003,0.194,0.0,3.494
105,R1,SKU_E,7,0,0,133,79,46,EOD,79,79,0.182,0.0,0.158,0.0,0.33999999999999997
105,R2,SKU_A,117,0,0,284,80,95,EOD,80,80,2.9250000000000003,0.0,0.16,0.0,3.0850000000000004
105,R2,SKU_B,84,0,0,154,47,32,EOD,47,47,2.52,0.0,0.094,0.0,2.614
105,R2,SKU_C,138,0,0,101,46,27,EOD,46,46,3.726,0.0,0.092,0.0,3.818
105,R2,SKU_D,63,0,0,116,49,45,EOD,49,49,1.764,0.0,0.098,0.0,1.862
105,R2,SKU_E,96,0,0,118,49,43,EOD,49,49,2.496,0.0,0.098,0.0,2.594
105,R3,SKU_A,173,0,0,909,275,236,EOD,275,275,4.325,0.0,0.55,0.0,4.875
105,R3,SKU_B,0,118,0,369,105,91,EOD,105,0,0.0,70.8,0.21,0.0,71.00999999999999
105,R3,SKU_C,151,0,0,477,160,149,EOD,160,160,4.077,0.0,0.32,0.0,4.397
105,R3,SKU_D,0,30,0,555,162,118,EOD,162,132,0.0,16.5,0.324,0.0,16.824
105,R3,SKU_E,76,0,0,303,95,70,EOD,95,95,1.976,0.0,0.19,0.0,2.166
106,Supplier,SKU_A,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,99.32793445630622,99.32793445630622
106,Supplier,SKU_B,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,175.9360094743254,175.9360094743254
106,Supplier,SKU_C,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,74.81559283698287,74.81559283698287
106,Supplier,SKU_D,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,141.24596843671205,141.24596843671205
106,Supplier,SKU_E,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,103.67449479567344,103.67449479567344
106,W1,SKU_A,260,0,0,1206,270,291,EOD,0,0,3.9,0.0,14.16,36.74016314521991,54.80016314521991
106,W1,SKU_B,167,0,0,618,157,156,EOD,0,0,3.006,0.0,10.942,85.71423557888997,99.66223557888998
106,W1,SKU_C,395,0,0,546,152,160,EOD,0,0,6.32,0.0,12.064,31.219529853469552,49.60352985346955
106,W1,SKU_D,69,0,0,610,146,152,EOD,0,0,1.173,0.0,11.022,51.59982140657917,63.79482140657917
106,W1,SKU_E,127,0,0,494,128,139,EOD,0,0,2.032,0.0,9.768,56.72625001584139,68.52625001584138
106,W2,SKU_A,68,0,0,1506,275,313,EOD,0,0,1.02,0.0,14.2,18.843379701184958,34.06337970118496
106,W2,SKU_B,0,0,68,602,105,154,EOD,0,0,0.0,0.0,10.63,42.2091705306543,52.8391705306543
106,W2,SKU_C,60,0,0,847,160,207,EOD,0,0,0.96,0.0,12.120000000000001,16.445131375579596,29.525131375579598
106,W2,SKU_D,0,0,38,922,162,210,EOD,0,0,0.0,0.0,11.134,35.97372488408037,47.10772488408037
106,W2,SKU_E,98,0,0,455,95,129,EOD,0,0,1.568,0.0,9.57,19.528593508500776,30.666593508500775
106,R1,SKU_A,0,11,0,382,217,124,EOD,217,206,0.0,5.5,0.434,0.0,5.934
106,R1,SKU_B,0,0,0,220,99,79,EOD,99,99,0.0,0.0,0.198,0.0,0.198
106,R1,SKU_C,77,0,0,201,126,66,EOD,126,126,2.079,0.0,0.252,0.0,2.3310000000000004
106,R1,SKU_D,0,37,0,212,114,83,EOD,114,77,0.0,20.35,0.228,0.0,20.578000000000003
106,R1,SKU_E,0,10,0,158,71,54,EOD,71,61,0.0,4.0,0.14200000000000002,0.0,4.142
106,R2,SKU_A,117,0,0,272,92,92,EOD,92,92,2.9250000000000003,0.0,0.184,0.0,3.1090000000000004
106,R2,SKU_B,89,0,0,153,43,48,EOD,43,43,2.67,0.0,0.08600000000000001,0.0,2.756
106,R2,SKU_C,116,0,0,117,52,30,EOD,52,52,3.132,0.0,0.10400000000000001,0.0,3.236
106,R2,SKU_D,58,0,0,128,42,37,EOD,42,42,1.624,0.0,0.084,0.0,1.7080000000000002
106,R2,SKU_E,100,0,0,129,34,38,EOD,34,34,2.6,0.0,0.068,0.0,2.668
106,R3,SKU_A,91,0,0,984,282,200,EOD,282,282,2.275,0.0,0.5640000000000001,0.0,2.839
106,R3,SKU_B,0,160,0,444,121,79,EOD,121,0,0.0,96.0,0.242,0.0,96.242
106,R3,SKU_C,128,0,0,503,157,134,EOD,157,157,3.456,0.0,0.314,0.0,3.77
106,R3,SKU_D,0,97,0,650,182,115,EOD,182,85,0.0,53.35,0.364,0.0,53.714
106,R3,SKU_E,80,0,0,312,82,86,EOD,82,82,2.08,0.0,0.164,0.0,2.244
107,Supplier,SKU_A,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,93.62769230769231,93.62769230769231
107,Supplier,SKU_B,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,175.19671794871795,175.19671794871795
107,Supplier,SKU_C,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,80.57107692307693,80.57107692307693
107,Supplier,SKU_D,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,133.01435897435897,133.01435897435897
107,Supplier,SKU_E,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,112.59015384615387,112.59015384615387
107,W1,SKU_A,201,0,0,1226,309,250,EOD,0,0,3.0149999999999997,0.0,14.472,43.825453271682775,61.31245327168277
107,W1,SKU_B,131,0,0,669,142,106,EOD,0,0,2.3579999999999997,0.0,10.852,81.02464340759423,94.23464340759423
107,W1,SKU_C,347,0,0,568,178,130,EOD,0,0,5.5520000000000005,0.0,12.246,37.62763345943674,55.42563345943674
107,W1,SKU_D,37,0,0,632,156,124,EOD,0,0,0.629,0.0,11.092,53.52211013030686,65.24311013030686
107,W1,SKU_E,123,0,0,521,105,101,EOD,0,0,1.968,0.0,9.63,46.000159730979405,57.598159730979404
107,W2,SKU_A,147,0,0,1420,282,361,EOD,0,0,2.205,0.0,14.256,21.61106309420916,38.072063094209156
107,W2,SKU_B,0,0,51,569,121,138,EOD,0,0,0.0,0.0,10.725999999999999,42.30250648228177,53.02850648228177
107,W2,SKU_C,124,0,0,786,157,221,EOD,0,0,1.984,0.0,12.099,18.04753673292999,32.13053673292999
107,W2,SKU_D,0,0,52,916,182,168,EOD,0,0,0.0,0.0,11.274000000000001,32.186689714779604,43.460689714779605
107,W2,SKU_E,98,0,0,468,82,82,EOD,0,0,1.568,0.0,9.492,18.85220397579948,29.91220397579948
107,R1,SKU_A,64,0,0,407,117,192,EOD,117,117,1.6,0.0,0.234,0.0,1.834
107,R1,SKU_B,56,0,0,209,54,110,EOD,54,54,1.68,0.0,0.108,0.0,1.788
107,R1,SKU_C,100,0,0,232,72,95,EOD,72,72,2.7,0.0,0.14400000000000002,0.0,2.8440000000000003
107,R1,SKU_D,18,0,0,211,60,115,EOD,60,60,0.504,0.0,0.12,0.0,0.624
107,R1,SKU_E,19,0,0,150,50,79,EOD,50,50,0.494,0.0,0.1,0.0,0.594
107,R2,SKU_A,145,0,0,271,65,93,EOD,65,65,3.625,0.0,0.13,0.0,3.755
107,R2,SKU_B,112,0,0,139,34,57,EOD,34,34,3.36,0.0,0.068,0.0,3.428
107,R2,SKU_C,108,0,0,137,40,32,EOD,40,40,2.916,0.0,0.08,0.0,2.996
107,R2,SKU_D,70,0,0,130,28,40,EOD,28,28,1.96,0.0,0.056,0.0,2.016
107,R2,SKU_E,111,0,0,128,24,35,EOD,24,24,2.8859999999999997,0.0,0.048,0.0,2.9339999999999997
107,R3,SKU_A,91,0,0,1073,193,193,EOD,193,193,2.275,0.0,0.386,0.0,2.661
107,R3,SKU_B,0,158,0,507,73,75,EOD,73,0,0.0,94.8,0.146,0.0,94.946
107,R3,SKU_C,92,0,0,564,132,96,EOD,132,132,2.484,0.0,0.264,0.0,2.748
107,R3,SKU_D,0,99,0,710,110,108,EOD,110,11,0.0,54.45,0.22,0.0,54.67
107,R3,SKU_E,65,0,0,331,78,63,EOD,78,78,1.69,0.0,0.156,0.0,1.8459999999999999
108,Supplier,SKU_A,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,98.96907245969365,98.96907245969365
108,Supplier,SKU_B,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,175.56472244790018,175.56472244790018
108,Supplier,SKU_C,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,84.00535353078102,84.00535353078102
108,Supplier,SKU_D,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,143.24397281063938,143.24397281063938
108,Supplier,SKU_E,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,93.21687875098576,93.21687875098576
108,W1,SKU_A,255,0,0,1299,182,236,EOD,0,0,3.8249999999999997,0.0,13.456,41.84380305602717,59.12480305602717
108,W1,SKU_B,147,0,0,707,88,104,EOD,0,0,2.646,0.0,10.528,82.80841060467546,95.98241060467547
108,W1,SKU_C,333,0,0,648,112,98,EOD,0,0,5.328,0.0,11.784,38.6250489747943,55.737048974794305
108,W1,SKU_D,76,0,0,661,88,127,EOD,0,0,1.292,0.0,10.616,49.01397414130861,60.92197414130861
108,W1,SKU_E,145,0,0,530,74,96,EOD,0,0,2.32,0.0,9.444,49.70876322319447,61.47276322319447
108,W2,SKU_A,190,0,0,1466,193,236,EOD,0,0,2.85,0.0,13.544,18.567088607594936,34.96108860759494
108,W2,SKU_B,0,0,14,580,73,110,EOD,0,0,0.0,0.0,10.438,42.32911392405063,52.76711392405063
108,W2,SKU_C,141,0,0,794,132,149,EOD,0,0,2.2560000000000002,0.0,11.924,19.048101265822787,33.22810126582279
108,W2,SKU_D,0,0,35,971,110,127,EOD,0,0,0.0,0.0,10.77,30.544303797468356,41.314303797468355
108,W2,SKU_E,90,0,0,480,78,70,EOD,0,0,1.44,0.0,9.468,22.51139240506329,33.41939240506329
108,R1,SKU_A,124,0,0,334,130,190,EOD,130,130,3.1,0.0,0.26,0.0,3.3600000000000003
108,R1,SKU_B,113,0,0,153,53,110,EOD,53,53,3.3899999999999997,0.0,0.106,0.0,3.4959999999999996
108,R1,SKU_C,147,0,0,198,59,106,EOD,59,59,3.969,0.0,0.11800000000000001,0.0,4.087
108,R1,SKU_D,35,0,0,174,80,97,EOD,80,80,0.98,0.0,0.16,0.0,1.14
108,R1,SKU_E,55,0,0,121,43,79,EOD,43,43,1.43,0.0,0.08600000000000001,0.0,1.516
108,R2,SKU_A,178,0,0,237,66,99,EOD,66,66,4.45,0.0,0.132,0.0,4.582
108,R2,SKU_B,132,0,0,124,29,49,EOD,29,29,3.96,0.0,0.058,0.0,4.018
108,R2,SKU_C,118,0,0,138,29,39,EOD,29,29,3.186,0.0,0.058,0.0,3.2439999999999998
108,R2,SKU_D,65,0,0,119,44,39,EOD,44,44,1.82,0.0,0.088,0.0,1.9080000000000001
108,R2,SKU_E,122,0,0,107,34,45,EOD,34,34,3.1719999999999997,0.0,0.068,0.0,3.2399999999999998
108,R3,SKU_A,102,0,0,1042,213,224,EOD,213,213,2.5500000000000003,0.0,0.426,0.0,2.9760000000000004
108,R3,SKU_B,0,128,0,516,71,101,EOD,71,0,0.0,76.8,0.14200000000000002,0.0,76.942
108,R3,SKU_C,79,0,0,605,104,91,EOD,104,104,2.133,0.0,0.20800000000000002,0.0,2.341
108,R3,SKU_D,0,107,0,716,129,121,EOD,129,22,0.0,58.85,0.258,0.0,59.108000000000004
108,R3,SKU_E,52,0,0,339,83,70,EOD,83,83,1.3519999999999999,0.0,0.166,0.0,1.5179999999999998
109,Supplier,SKU_A,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,95.54797132397803,95.54797132397803
109,Supplier,SKU_B,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,163.3182756840475,163.3182756840475
109,Supplier,SKU_C,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,93.44270662223684,93.44270662223684
109,Supplier,SKU_D,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,126.51813371192569,126.51813371192569
109,Supplier,SKU_E,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,116.17291265781199,116.17291265781199
109,W1,SKU_A,271,0,0,1269,196,212,EOD,0,0,4.0649999999999995,0.0,13.568,42.00215931533904,59.63515931533904
109,W1,SKU_B,178,0,0,682,82,113,EOD,0,0,3.2039999999999997,0.0,10.492,71.17398288347599,84.86998288347598
109,W1,SKU_C,331,0,0,674,88,86,EOD,0,0,5.296,0.0,11.616,28.135931533903882,45.04793153390388
109,W1,SKU_D,34,0,0,667,124,82,EOD,0,0,0.5780000000000001,0.0,10.868,67.32639894667545,78.77239894667545
109,W1,SKU_E,152,0,0,520,77,84,EOD,0,0,2.432,0.0,9.462,53.36152732060566,65.25552732060567
109,W2,SKU_A,177,0,0,1459,213,200,EOD,0,0,2.655,0.0,13.704,21.21228004492699,37.57128004492699
109,W2,SKU_B,4,0,0,564,71,89,EOD,0,0,0.072,0.0,10.426,33.85997753650318,44.35797753650318
109,W2,SKU_C,171,0,0,792,104,134,EOD,0,0,2.736,0.0,11.728,15.535754399101458,29.99975439910146
109,W2,SKU_D,0,0,13,930,129,151,EOD,0,0,0.0,0.0,10.903,37.59453388244103,48.497533882441026
109,W2,SKU_E,93,0,0,472,83,86,EOD,0,0,1.488,0.0,9.498,24.79745413702733,35.78345413702733
109,R1,SKU_A,243,0,0,247,98,217,EOD,98,98,6.075,0.0,0.196,0.0,6.271
109,R1,SKU_B,168,0,0,107,44,99,EOD,44,44,5.04,0.0,0.088,0.0,5.128
109,R1,SKU_C,209,0,0,131,64,126,EOD,64,64,5.643,0.0,0.128,0.0,5.771
109,R1,SKU_D,84,0,0,140,65,114,EOD,65,65,2.352,0.0,0.13,0.0,2.4819999999999998
109,R1,SKU_E,80,0,0,93,46,71,EOD,46,46,2.08,0.0,0.092,0.0,2.172
109,R2,SKU_A,160,0,0,223,98,80,EOD,98,98,4.0,0.0,0.196,0.0,4.196
109,R2,SKU_B,143,0,0,106,36,47,EOD,36,36,4.29,0.0,0.07200000000000001,0.0,4.362
109,R2,SKU_C,136,0,0,121,28,46,EOD,28,28,3.672,0.0,0.056,0.0,3.728
109,R2,SKU_D,83,0,0,114,31,49,EOD,31,31,2.324,0.0,0.062,0.0,2.3859999999999997
109,R2,SKU_E,138,0,0,92,33,49,EOD,33,33,3.5879999999999996,0.0,0.066,0.0,3.6539999999999995
109,R3,SKU_A,234,0,0,963,160,292,EOD,160,160,5.8500000000000005,0.0,0.32,0.0,6.170000000000001
109,R3,SKU_B,0,72,0,487,58,114,EOD,58,0,0.0,43.199999999999996,0.116,0.0,43.315999999999995
109,R3,SKU_C,154,0,0,553,81,156,EOD,81,81,4.158,0.0,0.162,0.0,4.32
109,R3,SKU_D,5,0,0,656,99,211,EOD,99,99,0.14,0.0,0.198,0.0,0.338
109,R3,SKU_E,66,0,0,338,70,84,EOD,70,70,1.716,0.0,0.14,0.0,1.8559999999999999
110,Supplier,SKU_A,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,100.64174660142939,100.64174660142939
110,Supplier,SKU_B,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,149.78353737890393,149.78353737890393
110,Supplier,SKU_C,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,71.007858560243,71.007858560243
110,Supplier,SKU_D,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,155.47705352942722,155.47705352942722
110,Supplier,SKU_E,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,118.08980392999649,118.08980392999649
110,W1,SKU_A,292,0,0,1248,196,217,EOD,0,0,4.38,0.0,13.568,47.62517155023113,65.57317155023114
110,W1,SKU_B,234,0,0,628,80,136,EOD,0,0,4.212,0.0,10.48,75.80236441762796,90.49436441762796
110,W1,SKU_C,337,0,0,664,92,98,EOD,0,0,5.392,0.0,11.644,30.236291162946607,47.27229116294661
110,W1,SKU_D,61,0,0,668,96,123,EOD,0,0,1.0370000000000001,0.0,10.672,53.12883331268658,64.83783331268658
110,W1,SKU_E,162,0,0,508,79,89,EOD,0,0,2.592,0.0,9.474,55.20733955650774,67.27333955650774
110,W2,SKU_A,210,0,0,1479,160,193,EOD,0,0,3.15,0.0,13.28,21.20577977080219,37.63577977080219
110,W2,SKU_B,9,0,0,572,58,63,EOD,0,0,0.16199999999999998,0.0,10.348,30.748380667663177,41.258380667663175
110,W2,SKU_C,186,0,0,800,81,96,EOD,0,0,2.976,0.0,11.567,16.103139013452914,30.646139013452913
110,W2,SKU_D,27,0,0,920,99,139,EOD,0,0,0.459,0.0,10.693,37.11011459890384,48.26211459890384
110,W2,SKU_E,86,0,0,492,70,63,EOD,0,0,1.3760000000000001,0.0,9.42,27.832585949177876,38.628585949177875
110,R1,SKU_A,223,0,0,228,137,117,EOD,137,137,5.575,0.0,0.274,0.0,5.849
110,R1,SKU_B,149,0,0,97,73,54,EOD,73,73,4.47,0.0,0.146,0.0,4.616
110,R1,SKU_C,213,0,0,123,68,72,EOD,68,68,5.751,0.0,0.136,0.0,5.8870000000000005
110,R1,SKU_D,85,0,0,145,59,60,EOD,59,59,2.38,0.0,0.11800000000000001,0.0,2.4979999999999998
110,R1,SKU_E,66,0,0,89,64,50,EOD,64,64,1.716,0.0,0.128,0.0,1.8439999999999999
110,R2,SKU_A,169,0,0,229,83,92,EOD,83,83,4.2250000000000005,0.0,0.166,0.0,4.391000000000001
110,R2,SKU_B,168,0,0,99,18,43,EOD,18,18,5.04,0.0,0.036000000000000004,0.0,5.076
110,R2,SKU_C,144,0,0,97,44,52,EOD,44,44,3.888,0.0,0.088,0.0,3.976
110,R2,SKU_D,84,0,0,103,41,42,EOD,41,41,2.352,0.0,0.082,0.0,2.4339999999999997
110,R2,SKU_E,142,0,0,91,30,34,EOD,30,30,3.6919999999999997,0.0,0.06,0.0,3.752
110,R3,SKU_A,310,0,0,848,199,275,EOD,199,199,7.75,0.0,0.398,0.0,8.148
110,R3,SKU_B,0,6,0,391,88,154,EOD,88,82,0.0,3.5999999999999996,0.176,0.0,3.776
110,R3,SKU_C,221,0,0,474,93,160,EOD,93,93,5.967,0.0,0.186,0.0,6.153
110,R3,SKU_D,89,0,0,558,126,210,EOD,126,126,2.492,0.0,0.252,0.0,2.7439999999999998
110,R3,SKU_E,83,0,0,313,78,95,EOD,78,78,2.158,0.0,0.156,0.0,2.314
111,Supplier,SKU_A,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,100.42868290959487,100.42868290959487
