t,node_id,sku,on_hand,backlog_external,backlog_children,pipeline_in,orders_to_parent,received,phase,demand,fulfilled_external,holding_cost,backlog_cost,ordering_cost,transport_cost,total_cost
0,Supplier,SKU_A,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,0.0,0.0
0,Supplier,SKU_B,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,0.0,0.0
0,Supplier,SKU_C,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,0.0,0.0
0,Supplier,SKU_D,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,0.0,0.0
0,Supplier,SKU_E,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,0.0,0.0
0,W1,SKU_A,1736,0,0,0,0,0,EOD,0,0,26.04,0.0,0.0,0.0,26.04
0,W1,SKU_B,942,0,0,0,0,0,EOD,0,0,16.956,0.0,0.0,0.0,16.956
0,W1,SKU_C,1093,0,0,0,0,0,EOD,0,0,17.488,0.0,0.0,0.0,17.488
0,W1,SKU_D,825,0,0,0,0,0,EOD,0,0,14.025,0.0,0.0,0.0,14.025
0,W1,SKU_E,749,0,0,0,0,0,EOD,0,0,11.984,0.0,0.0,0.0,11.984
0,W2,SKU_A,1849,0,0,0,0,0,EOD,0,0,27.735,0.0,0.0,0.0,27.735
0,W2,SKU_B,639,0,0,0,0,0,EOD,0,0,11.501999999999999,0.0,0.0,0.0,11.501999999999999
0,W2,SKU_C,1067,0,0,0,0,0,EOD,0,0,17.072,0.0,0.0,0.0,17.072
0,W2,SKU_D,1046,0,0,0,0,0,EOD,0,0,17.782,0.0,0.0,0.0,17.782
0,W2,SKU_E,648,0,0,0,0,0,EOD,0,0,10.368,0.0,0.0,0.0,10.368
0,R1,SKU_A,433,0,0,0,155,0,EOD,155,155,10.825000000000001,0.0,0.31,0.0,11.135000000000002
0,R1,SKU_B,217,0,0,0,102,0,EOD,102,102,6.51,0.0,0.20400000000000001,0.0,6.7139999999999995
0,R1,SKU_C,307,0,0,0,97,0,EOD,97,97,8.289,0.0,0.194,0.0,8.483
0,R1,SKU_D,208,0,0,0,81,0,EOD,81,81,5.824,0.0,0.162,0.0,5.986
0,R1,SKU_E,132,0,0,0,87,0,EOD,87,87,3.432,0.0,0.17400000000000002,0.0,3.606
0,R2,SKU_A,394,0,0,0,87,0,EOD,87,87,9.850000000000001,0.0,0.17400000000000002,0.0,10.024000000000001
0,R2,SKU_B,239,0,0,0,46,0,EOD,46,46,7.17,0.0,0.092,0.0,7.262
0,R2,SKU_C,244,0,0,0,41,0,EOD,41,41,6.588,0.0,0.082,0.0,6.67
0,R2,SKU_D,189,0,0,0,39,0,EOD,39,39,5.292,0.0,0.078,0.0,5.37
0,R2,SKU_E,173,0,0,0,90,0,EOD,90,90,4.498,0.0,0.18,0.0,4.678
0,R3,SKU_A,1083,0,0,0,274,0,EOD,274,274,27.075000000000003,0.0,0.548,0.0,27.623000000000005
0,R3,SKU_B,383,0,0,0,90,0,EOD,90,90,11.49,0.0,0.18,0.0,11.67
0,R3,SKU_C,652,0,0,0,136,0,EOD,136,136,17.604,0.0,0.272,0.0,17.875999999999998
0,R3,SKU_D,594,0,0,0,179,0,EOD,179,179,16.632,0.0,0.358,0.0,16.990000000000002
0,R3,SKU_E,376,0,0,0,98,0,EOD,98,98,9.776,0.0,0.196,0.0,9.972
1,Supplier,SKU_A,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,0.0,0.0
1,Supplier,SKU_B,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,0.0,0.0
1,Supplier,SKU_C,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,0.0,0.0
1,Supplier,SKU_D,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,0.0,0.0
1,Supplier,SKU_E,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,0.0,0.0
1,W1,SKU_A,1494,0,0,0,242,0,EOD,0,0,22.41,0.0,13.936,33.53481228668942,69.88081228668943
1,W1,SKU_B,794,0,0,0,148,0,EOD,0,0,14.291999999999998,0.0,10.888,79.27098976109215,104.45098976109216
1,W1,SKU_C,955,0,0,0,138,0,EOD,0,0,15.280000000000001,0.0,11.966,27.445904436860065,54.69190443686007
1,W1,SKU_D,705,0,0,0,120,0,EOD,0,0,11.985000000000001,0.0,10.84,40.57935153583618,63.404351535836184
1,W1,SKU_E,572,0,0,0,177,0,EOD,0,0,9.152000000000001,0.0,10.062,81.16894197952217,100.38294197952217
1,W2,SKU_A,1575,0,0,0,274,0,EOD,0,0,23.625,0.0,14.192,23.071858182969297,60.8888581829693
1,W2,SKU_B,549,0,0,0,90,0,EOD,0,0,9.882,0.0,10.54,30.313390313390315,50.73539031339031
1,W2,SKU_C,931,0,0,0,136,0,EOD,0,0,14.896,0.0,11.952,17.17758784425451,44.02558784425451
1,W2,SKU_D,867,0,0,0,179,0,EOD,0,0,14.739,0.0,11.253,37.681228236783795,63.6732282367838
1,W2,SKU_E,550,0,0,0,98,0,EOD,0,0,8.8,0.0,9.588,24.75593542260209,43.143935422602084
1,R1,SKU_A,312,0,0,155,121,0,EOD,121,121,7.800000000000001,0.0,0.242,0.0,8.042000000000002
1,R1,SKU_B,127,0,0,102,90,0,EOD,90,90,3.81,0.0,0.18,0.0,3.99
1,R1,SKU_C,232,0,0,97,75,0,EOD,75,75,6.264,0.0,0.15,0.0,6.414000000000001
1,R1,SKU_D,146,0,0,81,62,0,EOD,62,62,4.088,0.0,0.124,0.0,4.212
1,R1,SKU_E,67,0,0,87,65,0,EOD,65,65,1.742,0.0,0.13,0.0,1.8719999999999999
1,R2,SKU_A,304,0,0,87,90,0,EOD,90,90,7.6000000000000005,0.0,0.18,0.0,7.78
1,R2,SKU_B,196,0,0,46,43,0,EOD,43,43,5.88,0.0,0.08600000000000001,0.0,5.966
1,R2,SKU_C,200,0,0,41,44,0,EOD,44,44,5.4,0.0,0.088,0.0,5.488
1,R2,SKU_D,125,0,0,39,64,0,EOD,64,64,3.5,0.0,0.128,0.0,3.628
1,R2,SKU_E,120,0,0,90,53,0,EOD,53,53,3.1199999999999997,0.0,0.106,0.0,3.2259999999999995
1,R3,SKU_A,815,0,0,274,268,0,EOD,268,268,20.375,0.0,0.536,0.0,20.911
1,R3,SKU_B,301,0,0,90,82,0,EOD,82,82,9.03,0.0,0.164,0.0,9.193999999999999
1,R3,SKU_C,513,0,0,136,139,0,EOD,139,139,13.850999999999999,0.0,0.278,0.0,14.129
1,R3,SKU_D,421,0,0,179,173,0,EOD,173,173,11.788,0.0,0.34600000000000003,0.0,12.134
1,R3,SKU_E,277,0,0,98,99,0,EOD,99,99,7.202,0.0,0.198,0.0,7.4
2,Supplier,SKU_A,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,90.84045584045586,90.84045584045586
2,Supplier,SKU_B,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,160.34188034188034,160.34188034188034
2,Supplier,SKU_C,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,71.64529914529915,71.64529914529915
2,Supplier,SKU_D,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,134.11680911680912,134.11680911680912
2,Supplier,SKU_E,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,138.05555555555554,138.05555555555554
2,W1,SKU_A,1283,0,0,242,211,0,EOD,0,0,19.245,0.0,13.688,35.120496621724,68.05349662172401
2,W1,SKU_B,661,0,0,148,133,0,EOD,0,0,11.898,0.0,10.798,83.76800839388346,106.46400839388346
2,W1,SKU_C,836,0,0,138,119,0,EOD,0,0,13.376,0.0,11.833,28.82819814086293,54.03719814086293
2,W1,SKU_D,579,0,0,120,126,0,EOD,0,0,9.843,0.0,10.882,54.6637245482595,75.3887245482595
2,W1,SKU_E,454,0,0,177,118,0,EOD,0,0,7.264,0.0,9.708,59.61957229527009,76.59157229527008
2,W2,SKU_A,1307,0,0,274,268,0,EOD,0,0,19.605,0.0,14.144,23.235984354628425,56.98498435462842
2,W2,SKU_B,467,0,0,90,82,0,EOD,0,0,8.405999999999999,0.0,10.492,28.438070404172098,47.3360704041721
2,W2,SKU_C,792,0,0,136,139,0,EOD,0,0,12.672,0.0,11.973,18.077249022164274,42.72224902216428
2,W2,SKU_D,694,0,0,179,173,0,EOD,0,0,11.798,0.0,11.211,37.498370273794,60.507370273794
2,W2,SKU_E,451,0,0,98,99,0,EOD,0,0,7.216,0.0,9.594,25.750325945241197,42.560325945241196
2,R1,SKU_A,213,0,0,276,99,0,EOD,99,99,5.325,0.0,0.198,0.0,5.523000000000001
2,R1,SKU_B,80,0,0,192,47,0,EOD,47,47,2.4,0.0,0.094,0.0,2.4939999999999998
2,R1,SKU_C,182,0,0,172,50,0,EOD,50,50,4.914,0.0,0.1,0.0,5.013999999999999
2,R1,SKU_D,96,0,0,143,50,0,EOD,50,50,2.688,0.0,0.1,0.0,2.7880000000000003
2,R1,SKU_E,20,0,0,152,47,0,EOD,47,47,0.52,0.0,0.094,0.0,0.614
2,R2,SKU_A,228,0,0,177,76,0,EOD,76,76,5.7,0.0,0.152,0.0,5.852
2,R2,SKU_B,163,0,0,89,33,0,EOD,33,33,4.89,0.0,0.066,0.0,4.9559999999999995
2,R2,SKU_C,178,0,0,85,22,0,EOD,22,22,4.806,0.0,0.044,0.0,4.85
2,R2,SKU_D,87,0,0,103,38,0,EOD,38,38,2.436,0.0,0.076,0.0,2.512
2,R2,SKU_E,66,0,0,143,54,0,EOD,54,54,1.716,0.0,0.108,0.0,1.824
2,R3,SKU_A,662,0,0,542,153,0,EOD,153,153,16.55,0.0,0.306,0.0,16.856
2,R3,SKU_B,240,0,0,172,61,0,EOD,61,61,7.199999999999999,0.0,0.122,0.0,7.321999999999999
2,R3,SKU_C,434,0,0,275,79,0,EOD,79,79,11.718,0.0,0.158,0.0,11.876
2,R3,SKU_D,302,0,0,352,119,0,EOD,119,119,8.456,0.0,0.23800000000000002,0.0,8.693999999999999
2,R3,SKU_E,202,0,0,197,75,0,EOD,75,75,5.252,0.0,0.15,0.0,5.402
3,Supplier,SKU_A,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,92.17814623741765,92.17814623741765
3,Supplier,SKU_B,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,161.00940763422983,161.00940763422983
3,Supplier,SKU_C,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,74.23861763559465,74.23861763559465
3,Supplier,SKU_D,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,144.26618926259937,144.26618926259937
3,Supplier,SKU_E,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,123.30763923015851,123.30763923015851
3,W1,SKU_A,1108,0,0,453,175,0,EOD,0,0,16.62,0.0,13.4,40.597945923822685,70.61794592382269
3,W1,SKU_B,581,0,0,281,80,0,EOD,0,0,10.457999999999998,0.0,10.48,73.63072672857032,94.56872672857033
3,W1,SKU_C,764,0,0,257,72,0,EOD,0,0,12.224,0.0,11.504,23.847172128002455,47.57517212800246
3,W1,SKU_D,491,0,0,246,88,0,EOD,0,0,8.347000000000001,0.0,10.616,50.990266799682814,69.95326679968281
3,W1,SKU_E,353,0,0,295,101,0,EOD,0,0,5.648,0.0,9.606,72.93388841992173,88.18788841992173
3,W2,SKU_A,1154,0,0,542,153,0,EOD,0,0,17.31,0.0,13.224,19.604046242774565,50.138046242774564
3,W2,SKU_B,406,0,0,172,61,0,EOD,0,0,7.308,0.0,10.366,31.26396917148362,48.937969171483616
3,W2,SKU_C,713,0,0,275,79,0,EOD,0,0,11.408,0.0,11.553,15.183526011560694,38.14452601156069
3,W2,SKU_D,575,0,0,352,119,0,EOD,0,0,9.775,0.0,10.833,38.11897880539499,58.72697880539499
3,W2,SKU_E,376,0,0,197,75,0,EOD,0,0,6.016,0.0,9.45,28.82947976878613,44.29547976878613
3,R1,SKU_A,263,0,0,220,105,155,EOD,105,105,6.575,0.0,0.21,0.0,6.785
3,R1,SKU_B,129,0,0,137,53,102,EOD,53,53,3.8699999999999997,0.0,0.106,0.0,3.9759999999999995
3,R1,SKU_C,243,0,0,125,36,97,EOD,36,36,6.561,0.0,0.07200000000000001,0.0,6.633
3,R1,SKU_D,127,0,0,112,50,81,EOD,50,50,3.556,0.0,0.1,0.0,3.656
3,R1,SKU_E,67,0,0,112,40,87,EOD,40,40,1.742,0.0,0.08,0.0,1.822
3,R2,SKU_A,145,0,0,253,83,0,EOD,83,83,3.625,0.0,0.166,0.0,3.791
3,R2,SKU_B,124,0,0,122,39,0,EOD,39,39,3.7199999999999998,0.0,0.078,0.0,3.7979999999999996
3,R2,SKU_C,132,0,0,107,46,0,EOD,46,46,3.564,0.0,0.092,0.0,3.656
3,R2,SKU_D,48,0,0,141,39,0,EOD,39,39,1.344,0.0,0.078,0.0,1.4220000000000002
3,R2,SKU_E,7,0,0,197,59,0,EOD,59,59,0.182,0.0,0.11800000000000001,0.0,0.3
3,R3,SKU_A,474,0,0,695,188,0,EOD,188,188,11.850000000000001,0.0,0.376,0.0,12.226
3,R3,SKU_B,188,0,0,233,52,0,EOD,52,52,5.64,0.0,0.10400000000000001,0.0,5.744
3,R3,SKU_C,357,0,0,354,77,0,EOD,77,77,9.639,0.0,0.154,0.0,9.793
3,R3,SKU_D,195,0,0,471,107,0,EOD,107,107,5.46,0.0,0.214,0.0,5.674
3,R3,SKU_E,109,0,0,272,93,0,EOD,93,93,2.834,0.0,0.186,0.0,3.02
4,Supplier,SKU_A,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,89.94750972802595,89.94750972802595
4,Supplier,SKU_B,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,153.6199550303391,153.6199550303391
4,Supplier,SKU_C,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,62.8171105452828,62.8171105452828
4,Supplier,SKU_D,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,144.98871908335815,144.98871908335815
4,Supplier,SKU_E,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,143.62670561299396,143.62670561299396
4,W1,SKU_A,920,0,0,628,188,0,EOD,0,0,13.799999999999999,0.0,13.504,40.74395239953179,68.0479523995318
4,W1,SKU_B,489,0,0,361,92,0,EOD,0,0,8.802,0.0,10.552,79.48057521877264,98.83457521877264
4,W1,SKU_C,682,0,0,329,82,0,EOD,0,0,10.912,0.0,11.574,27.278496181929658,49.76449618192966
4,W1,SKU_D,402,0,0,334,89,0,EOD,0,0,6.8340000000000005,0.0,10.623,48.18996990134329,65.64696990134328
4,W1,SKU_E,254,0,0,396,99,0,EOD,0,0,4.064,0.0,9.594,66.3070062984226,79.96500629842261
4,W2,SKU_A,966,0,0,695,188,0,EOD,0,0,14.49,0.0,13.504,23.63327032136106,51.62727032136106
4,W2,SKU_B,354,0,0,233,52,0,EOD,0,0,6.372,0.0,10.312,26.147448015122876,42.831448015122874
4,W2,SKU_C,636,0,0,354,77,0,EOD,0,0,10.176,0.0,11.539,14.519376181474481,36.23437618147448
4,W2,SKU_D,468,0,0,471,107,0,EOD,0,0,7.956,0.0,10.749,33.62712665406428,52.33212665406428
4,W2,SKU_E,283,0,0,272,93,0,EOD,0,0,4.5280000000000005,0.0,9.558,35.07277882797732,49.158778827977315
4,R1,SKU_A,292,0,0,204,92,121,EOD,92,92,7.300000000000001,0.0,0.184,0.0,7.484000000000001
4,R1,SKU_B,186,0,0,100,33,90,EOD,33,33,5.58,0.0,0.066,0.0,5.646
4,R1,SKU_C,291,0,0,86,27,75,EOD,27,27,7.857,0.0,0.054,0.0,7.9110000000000005
4,R1,SKU_D,158,0,0,100,31,62,EOD,31,31,4.424,0.0,0.062,0.0,4.486000000000001
4,R1,SKU_E,110,0,0,87,22,65,EOD,22,22,2.86,0.0,0.044,0.0,2.904
4,R2,SKU_A,159,0,0,249,73,87,EOD,73,73,3.975,0.0,0.146,0.0,4.121
4,R2,SKU_B,150,0,0,115,20,46,EOD,20,20,4.5,0.0,0.04,0.0,4.54
4,R2,SKU_C,128,0,0,112,45,41,EOD,45,45,3.456,0.0,0.09,0.0,3.546
4,R2,SKU_D,47,0,0,141,40,39,EOD,40,40,1.316,0.0,0.08,0.0,1.3960000000000001
4,R2,SKU_E,56,0,0,166,41,90,EOD,41,41,1.456,0.0,0.082,0.0,1.538
4,R3,SKU_A,320,0,0,883,154,0,EOD,154,154,8.0,0.0,0.308,0.0,8.308
4,R3,SKU_B,145,0,0,285,43,0,EOD,43,43,4.35,0.0,0.08600000000000001,0.0,4.436
4,R3,SKU_C,300,0,0,431,57,0,EOD,57,57,8.1,0.0,0.114,0.0,8.214
4,R3,SKU_D,114,0,0,578,81,0,EOD,81,81,3.192,0.0,0.162,0.0,3.354
4,R3,SKU_E,57,0,0,365,52,0,EOD,52,52,1.482,0.0,0.10400000000000001,0.0,1.586
5,Supplier,SKU_A,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,99.89510359909559,99.89510359909559
5,Supplier,SKU_B,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,147.9023006861917,147.9023006861917
5,Supplier,SKU_C,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,63.123916119156505,63.123916119156505
5,Supplier,SKU_D,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,131.62483842831264,131.62483842831264
5,Supplier,SKU_E,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,152.45384116724355,152.45384116724355
5,W1,SKU_A,755,0,0,816,165,0,EOD,0,0,11.325,0.0,13.32,50.55377235448858,75.19877235448858
5,W1,SKU_B,436,0,0,453,53,0,EOD,0,0,7.847999999999999,0.0,10.318,64.72425227137079,82.89025227137078
5,W1,SKU_C,610,0,0,411,72,0,EOD,0,0,9.76,0.0,11.504,33.41807314808675,54.682073148086744
5,W1,SKU_D,331,0,0,423,71,0,EOD,0,0,5.627000000000001,0.0,10.497,54.74109965293897,70.86509965293897
5,W1,SKU_E,191,0,0,495,63,0,EOD,0,0,3.056,0.0,9.378,58.562802573114936,70.99680257311493
5,W2,SKU_A,812,0,0,883,154,0,EOD,0,0,12.18,0.0,13.232,26.599999999999998,52.012
5,W2,SKU_B,311,0,0,285,43,0,EOD,0,0,5.598,0.0,10.258,29.70909090909091,45.56509090909091
5,W2,SKU_C,579,0,0,431,57,0,EOD,0,0,9.264,0.0,11.399000000000001,14.76818181818182,35.43118181818182
5,W2,SKU_D,387,0,0,578,81,0,EOD,0,0,6.579000000000001,0.0,10.567,34.97727272727273,52.12327272727273
5,W2,SKU_E,231,0,0,365,52,0,EOD,0,0,3.696,0.0,9.312,26.94545454545454,39.95345454545454
5,R1,SKU_A,278,0,0,197,113,99,EOD,113,113,6.95,0.0,0.226,0.0,7.176
5,R1,SKU_B,172,0,0,86,61,47,EOD,61,61,5.16,0.0,0.122,0.0,5.282
5,R1,SKU_C,294,0,0,63,47,50,EOD,47,47,7.938,0.0,0.094,0.0,8.032
5,R1,SKU_D,158,0,0,81,50,50,EOD,50,50,4.424,0.0,0.1,0.0,4.524
5,R1,SKU_E,93,0,0,62,64,47,EOD,64,64,2.4179999999999997,0.0,0.128,0.0,2.546
5,R2,SKU_A,143,0,0,232,106,90,EOD,106,106,3.575,0.0,0.212,0.0,3.7870000000000004
5,R2,SKU_B,169,0,0,92,24,43,EOD,24,24,5.069999999999999,0.0,0.048,0.0,5.117999999999999
5,R2,SKU_C,115,0,0,113,57,44,EOD,57,57,3.105,0.0,0.114,0.0,3.219
5,R2,SKU_D,48,0,0,117,63,64,EOD,63,63,1.344,0.0,0.126,0.0,1.4700000000000002
5,R2,SKU_E,54,0,0,154,55,53,EOD,55,55,1.404,0.0,0.11,0.0,1.514
5,R3,SKU_A,383,0,0,763,211,274,EOD,211,211,9.575000000000001,0.0,0.422,0.0,9.997000000000002
5,R3,SKU_B,181,0,0,238,54,90,EOD,54,54,5.43,0.0,0.108,0.0,5.537999999999999
5,R3,SKU_C,345,0,0,352,91,136,EOD,91,91,9.315,0.0,0.182,0.0,9.497
5,R3,SKU_D,159,0,0,480,134,179,EOD,134,134,4.452,0.0,0.268,0.0,4.72
5,R3,SKU_E,59,0,0,319,96,98,EOD,96,96,1.534,0.0,0.192,0.0,1.726
6,Supplier,SKU_A,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,117.2571931884909,117.2571931884909
6,Supplier,SKU_B,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,140.07590882400044,140.07590882400044
6,Supplier,SKU_C,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,70.49107190519405,70.49107190519405
6,Supplier,SKU_D,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,141.2084957027705,141.2084957027705
6,Supplier,SKU_E,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,125.96733037954411,125.96733037954411
6,W1,SKU_A,536,0,0,981,219,0,EOD,0,0,8.04,0.0,13.752,42.84499444010173,64.63699444010173
6,W1,SKU_B,351,0,0,506,85,0,EOD,0,0,6.318,0.0,10.51,62.01666868511158,78.84466868511159
6,W1,SKU_C,506,0,0,483,104,0,EOD,0,0,8.096,0.0,11.728,31.175670765944794,50.99967076594479
6,W1,SKU_D,218,0,0,494,113,0,EOD,0,0,3.7060000000000004,0.0,10.791,56.63108698763611,71.12808698763611
6,W1,SKU_E,72,0,0,558,119,0,EOD,0,0,1.1520000000000001,0.0,9.714,69.33157912120578,80.19757912120578
6,W2,SKU_A,601,0,0,1037,211,0,EOD,0,0,9.014999999999999,0.0,13.688,23.65191740412979,46.35491740412979
6,W2,SKU_B,257,0,0,328,54,0,EOD,0,0,4.6259999999999994,0.0,10.324,24.21238938053097,39.16238938053097
6,W2,SKU_C,488,0,0,488,91,0,EOD,0,0,7.808,0.0,11.637,15.300884955752212,34.74588495575221
6,W2,SKU_D,253,0,0,659,134,0,EOD,0,0,4.301,0.0,10.938,37.551622418879056,52.79062241887905
6,W2,SKU_E,135,0,0,417,96,0,EOD,0,0,2.16,0.0,9.576,32.283185840707965,44.01918584070796
6,R1,SKU_A,273,0,0,205,110,105,EOD,110,110,6.825,0.0,0.22,0.0,7.045
6,R1,SKU_B,154,0,0,94,71,53,EOD,71,71,4.62,0.0,0.14200000000000002,0.0,4.7620000000000005
6,R1,SKU_C,269,0,0,74,61,36,EOD,61,61,7.263,0.0,0.122,0.0,7.385
6,R1,SKU_D,166,0,0,81,42,50,EOD,42,42,4.648,0.0,0.084,0.0,4.731999999999999
6,R1,SKU_E,65,0,0,86,68,40,EOD,68,68,1.69,0.0,0.136,0.0,1.826
6,R2,SKU_A,128,0,0,262,91,76,EOD,91,91,3.2,0.0,0.182,0.0,3.382
6,R2,SKU_B,154,0,0,83,48,33,EOD,48,48,4.62,0.0,0.096,0.0,4.716
6,R2,SKU_C,101,0,0,148,36,22,EOD,36,36,2.727,0.0,0.07200000000000001,0.0,2.799
6,R2,SKU_D,44,0,0,142,42,38,EOD,42,42,1.232,0.0,0.084,0.0,1.316
6,R2,SKU_E,21,0,0,155,87,54,EOD,87,87,0.5459999999999999,0.0,0.17400000000000002,0.0,0.72
6,R3,SKU_A,447,0,0,706,204,268,EOD,204,204,11.175,0.0,0.40800000000000003,0.0,11.583
6,R3,SKU_B,213,0,0,210,50,82,EOD,50,50,6.39,0.0,0.1,0.0,6.489999999999999
6,R3,SKU_C,376,0,0,304,108,139,EOD,108,108,10.152,0.0,0.216,0.0,10.367999999999999
6,R3,SKU_D,195,0,0,441,137,173,EOD,137,137,5.46,0.0,0.274,0.0,5.734
6,R3,SKU_E,81,0,0,316,77,99,EOD,77,77,2.106,0.0,0.154,0.0,2.26
7,Supplier,SKU_A,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,101.2890169445016,101.2890169445016
7,Supplier,SKU_B,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,127.62937046946101,127.62937046946101
7,Supplier,SKU_C,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,68.48700006860122,68.48700006860122
7,Supplier,SKU_D,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,147.3359859138826,147.3359859138826
7,Supplier,SKU_E,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,150.25862660355352,150.25862660355352
7,W1,SKU_A,577,0,0,958,201,242,EOD,0,0,8.655,0.0,13.608,35.013459353825695,57.27645935382569
7,W1,SKU_B,380,0,0,443,119,148,EOD,0,0,6.84,0.0,10.714,81.84594836298987,99.39994836298987
7,W1,SKU_C,547,0,0,449,97,138,EOD,0,0,8.752,0.0,11.679,24.80425793618467,45.23525793618467
7,W1,SKU_D,254,0,0,487,84,120,EOD,0,0,4.3180000000000005,0.0,10.588,37.03373208589995,51.93973208589995
7,W1,SKU_E,94,0,0,500,155,177,EOD,0,0,1.504,0.0,9.93,83.30260226109982,94.73660226109982
7,W2,SKU_A,397,0,0,1248,204,0,EOD,0,0,5.955,0.0,13.632,23.810443176831946,43.39744317683194
7,W2,SKU_B,207,0,0,382,50,0,EOD,0,0,3.7259999999999995,0.0,10.3,23.343571741992104,37.369571741992104
7,W2,SKU_C,380,0,0,579,108,0,EOD,0,0,6.08,0.0,11.756,18.908293111013606,36.744293111013604
7,W2,SKU_D,116,0,0,793,137,0,EOD,0,0,1.9720000000000002,0.0,10.959,39.975866608161475,52.90686660816147
7,W2,SKU_E,58,0,0,513,77,0,EOD,0,0,0.928,0.0,9.462,26.96182536200088,37.35182536200088
7,R1,SKU_A,189,0,0,223,176,92,EOD,176,176,4.7250000000000005,0.0,0.352,0.0,5.077000000000001
7,R1,SKU_B,69,0,0,132,118,33,EOD,118,118,2.07,0.0,0.23600000000000002,0.0,2.306
7,R1,SKU_C,187,0,0,108,109,27,EOD,109,109,5.049,0.0,0.218,0.0,5.267
7,R1,SKU_D,95,0,0,92,102,31,EOD,102,102,2.66,0.0,0.20400000000000001,0.0,2.8640000000000003
7,R1,SKU_E,0,4,0,132,91,22,EOD,91,87,0.0,1.6,0.182,0.0,1.782
7,R2,SKU_A,62,0,0,270,149,83,EOD,149,149,1.55,0.0,0.298,0.0,1.848
7,R2,SKU_B,124,0,0,92,69,39,EOD,69,69,3.7199999999999998,0.0,0.138,0.0,3.8579999999999997
7,R2,SKU_C,65,0,0,138,82,46,EOD,82,82,1.755,0.0,0.164,0.0,1.9189999999999998
7,R2,SKU_D,0,26,0,145,109,39,EOD,109,83,0.0,14.3,0.218,0.0,14.518
7,R2,SKU_E,0,11,0,183,91,59,EOD,91,80,0.0,4.4,0.182,0.0,4.582000000000001
7,R3,SKU_A,301,0,0,757,299,153,EOD,299,299,7.525,0.0,0.598,0.0,8.123000000000001
7,R3,SKU_B,184,0,0,199,90,61,EOD,90,90,5.52,0.0,0.18,0.0,5.699999999999999
7,R3,SKU_C,331,0,0,333,124,79,EOD,124,124,8.937,0.0,0.248,0.0,9.184999999999999
7,R3,SKU_D,114,0,0,459,200,119,EOD,200,200,3.192,0.0,0.4,0.0,3.592
7,R3,SKU_E,44,0,0,318,112,75,EOD,112,112,1.144,0.0,0.224,0.0,1.3679999999999999
8,Supplier,SKU_A,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,93.97579262204596,93.97579262204596
8,Supplier,SKU_B,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,144.28907620643153,144.28907620643153
8,Supplier,SKU_C,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,71.98814171051504,71.98814171051504
8,Supplier,SKU_D,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,133.94512647596807,133.94512647596807
8,Supplier,SKU_E,0,0,0,0,0,0,EOD,0,0,0.0,0.0,0.0,150.80186298503943,150.80186298503943
