sku,demand_sum,fulfilled_sum,fill_rate
SKU_A,920242,771347,0.8382001690859578
SKU_B,396172,316577,0.7990897892834425
SKU_C,531472,436552,0.8214016919047475
SKU_D,459814,360809,0.7846846768475949
SKU_E,362156,310553,0.8575116800494814
