sku,demand_sum,fulfilled_sum,fill_rate
SKU_A,152220,151472,0.9950860596505059
SKU_B,64894,63993,0.986115819644343
SKU_C,97695,94176,0.9639797328420083
SKU_D,72319,70711,0.9777651792751559
SKU_E,60592,55775,0.9205010562450489
