sku,demand_sum,fulfilled_sum,fill_rate
SKU_A,152220,150992,0.9919327289449481
SKU_B,64894,64820,0.9988596788609116
SKU_C,97695,94106,0.9632632171554327
SKU_D,72319,71963,0.9950773655609176
SKU_E,60592,60592,1.0
