node_id,demand_sum,fulfilled_sum,fill_rate
R1,13236,13152.0,0.9936536718041704
R2,8217,8163.0,0.9934282584884995
R3,21393,21201.0,0.9910251016687701
Supplier,0,0.0,
W1,0,0.0,
W2,0,0.0,
_OVERALL_,42846,42516.0,0.9922979974793447
