sku,demand_sum,fulfilled_sum,fill_rate
SKU_A,152220,149898,0.9847457627118644
SKU_B,64894,64284,0.9906000554750825
SKU_C,97695,97071,0.9936127744510979
SKU_D,72319,70311,0.9722341293436026
SKU_E,60592,51964,0.8576049643517296
