t,node_id,on_hand,backlog_external,backlog_children,pipeline_in,orders_to_parent,received,phase,demand,fulfilled_external,holding_cost,backlog_cost,ordering_cost,transport_cost,total_cost
36,R1,0.0,86.0,0.0,315.0,179.0,0.0,EOD,179,93.0,0.0,43.0,0.0,0.0,43.0
36,R2,0.0,140.0,0.0,496.0,125.0,0.0,EOD,125,0.0,0.0,70.0,0.0,0.0,70.0
36,R3,0.0,92.0,0.0,836.0,313.0,235.0,EOD,313,221.0,0.0,46.0,0.0,0.0,46.0
37,Supplier,0.0,0.0,318.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,500.0,500.0
37,W1,127.0,0.0,125.0,1112.0,304.0,0.0,EOD,0,0.0,2.54,0.0,18.04,350.0,370.58
37,W2,165.0,0.0,0.0,1371.0,313.0,602.0,EOD,0,0.0,3.3000000000000003,0.0,18.13,600.0,621.43
37,R1,129.0,0.0,0.0,359.0,100.0,315.0,EOD,100,100.0,3.8699999999999997,0.0,0.0,0.0,3.8699999999999997
37,R2,41.0,0.0,0.0,230.0,85.0,266.0,EOD,85,85.0,1.23,0.0,0.0,0.0,1.23
37,R3,66.0,0.0,0.0,1066.0,225.0,383.0,EOD,225,225.0,1.98,0.0,0.0,0.0,1.98
38,Supplier,0.0,0.0,313.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,500.0,500.0
38,W1,127.0,0.0,310.0,1734.0,185.0,0.0,EOD,0,0.0,2.54,0.0,16.85,0.0,19.39
38,W2,165.0,0.0,225.0,1371.0,225.0,0.0,EOD,0,0.0,3.3000000000000003,0.0,17.25,0.0,20.55
38,R1,12.0,0.0,0.0,359.0,117.0,0.0,EOD,117,117.0,0.36,0.0,0.0,0.0,0.36
38,R2,0.0,67.0,0.0,230.0,108.0,0.0,EOD,108,41.0,0.0,33.5,0.0,0.0,33.5
38,R3,63.0,0.0,0.0,863.0,206.0,203.0,EOD,206,206.0,1.89,0.0,0.0,0.0,1.89
39,Supplier,0.0,0.0,185.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,500.0,500.0
39,W1,195.0,0.0,0.0,1131.0,225.0,603.0,EOD,0,0.0,3.9,0.0,17.25,730.0,751.15
39,W2,144.0,0.0,0.0,1499.0,206.0,410.0,EOD,0,0.0,2.88,0.0,17.06,600.0,619.94
39,R1,235.0,0.0,0.0,217.0,136.0,359.0,EOD,136,136.0,7.05,0.0,0.0,0.0,7.05
39,R2,79.0,0.0,0.0,318.0,84.0,230.0,EOD,84,84.0,2.37,0.0,0.0,0.0,2.37
39,R3,117.0,0.0,0.0,1044.0,196.0,250.0,EOD,196,196.0,3.51,0.0,0.0,0.0,3.51
40,Supplier,0.0,0.0,206.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,500.0,500.0
40,W1,195.0,0.0,220.0,1541.0,220.0,0.0,EOD,0,0.0,3.9,0.0,17.2,0.0,21.099999999999998
40,W2,144.0,0.0,196.0,1499.0,196.0,0.0,EOD,0,0.0,2.88,0.0,16.96,0.0,19.84
40,R1,112.0,0.0,0.0,217.0,123.0,0.0,EOD,123,123.0,3.36,0.0,0.0,0.0,3.36
40,R2,0.0,12.0,0.0,318.0,91.0,0.0,EOD,91,79.0,0.0,6.0,0.0,0.0,6.0
40,R3,0.0,109.0,0.0,1044.0,226.0,0.0,EOD,226,117.0,0.0,54.5,0.0,0.0,54.5
41,Supplier,0.0,0.0,220.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,500.0,500.0
41,W1,445.0,0.0,175.0,1032.0,214.0,509.0,EOD,0,0.0,8.9,0.0,17.14,350.0,376.04
41,W2,133.0,0.0,0.0,1490.0,226.0,411.0,EOD,0,0.0,2.66,0.0,17.26,600.0,619.92
41,R1,178.0,0.0,0.0,259.0,151.0,217.0,EOD,151,151.0,5.34,0.0,0.0,0.0,5.34
41,R2,0.0,94.0,0.0,318.0,82.0,0.0,EOD,82,0.0,0.0,47.0,0.0,0.0,47.0
41,R3,270.0,0.0,0.0,853.0,234.0,613.0,EOD,234,234.0,8.1,0.0,0.0,0.0,8.1
42,Supplier,0.0,0.0,226.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,500.0,500.0
42,W1,188.0,0.0,151.0,1466.0,233.0,0.0,EOD,0,0.0,3.7600000000000002,0.0,17.33,380.0,401.09
42,W2,133.0,0.0,234.0,1490.0,234.0,0.0,EOD,0,0.0,2.66,0.0,17.34,0.0,20.0
42,R1,0.0,2.0,0.0,259.0,180.0,0.0,EOD,180,178.0,0.0,1.0,0.0,0.0,1.0
42,R2,124.0,0.0,0.0,257.0,100.0,318.0,EOD,100,100.0,3.7199999999999998,0.0,0.0,0.0,3.7199999999999998
42,R3,0.0,75.0,0.0,853.0,345.0,0.0,EOD,345,270.0,0.0,37.5,0.0,0.0,37.5
43,Supplier,0.0,0.0,233.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,500.0,500.0
43,W1,479.0,0.0,100.0,844.0,280.0,622.0,EOD,0,0.0,9.58,0.0,17.8,350.0,377.38
43,W2,104.0,0.0,0.0,1400.0,345.0,550.0,EOD,0,0.0,2.08,0.0,18.45,600.0,620.53
43,R1,81.0,0.0,0.0,331.0,176.0,259.0,EOD,176,176.0,2.4299999999999997,0.0,0.0,0.0,2.4299999999999997
43,R2,40.0,0.0,0.0,257.0,84.0,0.0,EOD,84,84.0,1.2,0.0,0.0,0.0,1.2
43,R3,60.0,0.0,0.0,1001.0,296.0,431.0,EOD,296,296.0,1.7999999999999998,0.0,0.0,0.0,1.7999999999999998
44,Supplier,0.0,0.0,345.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,500.0,500.0
44,W1,479.0,0.0,360.0,1357.0,260.0,0.0,EOD,0,0.0,9.58,0.0,17.6,0.0,27.18
44,W2,104.0,0.0,296.0,1400.0,296.0,0.0,EOD,0,0.0,2.08,0.0,17.96,0.0,20.04
44,R1,0.0,38.0,0.0,331.0,119.0,0.0,EOD,119,81.0,0.0,19.0,0.0,0.0,19.0
44,R2,0.0,54.0,0.0,257.0,94.0,0.0,EOD,94,40.0,0.0,27.0,0.0,0.0,27.0
44,R3,0.0,140.0,0.0,1001.0,200.0,0.0,EOD,200,60.0,0.0,70.0,0.0,0.0,70.0
45,Supplier,0.0,0.0,260.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,500.0,500.0
45,W1,316.0,0.0,0.0,947.0,213.0,410.0,EOD,0,0.0,6.32,0.0,17.13,730.0,753.45
45,W2,146.0,0.0,0.0,1503.0,200.0,538.0,EOD,0,0.0,2.92,0.0,17.0,600.0,619.92
45,R1,177.0,0.0,0.0,295.0,116.0,331.0,EOD,116,116.0,5.31,0.0,0.0,0.0,5.31
45,R2,126.0,0.0,0.0,278.0,77.0,257.0,EOD,77,77.0,3.78,0.0,0.0,0.0,3.78
45,R3,25.0,0.0,0.0,1075.0,257.0,422.0,EOD,257,257.0,0.75,0.0,0.0,0.0,0.75
46,Supplier,0.0,0.0,200.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,500.0,500.0
46,W1,316.0,0.0,193.0,1420.0,193.0,0.0,EOD,0,0.0,6.32,0.0,16.93,0.0,23.25
46,W2,146.0,0.0,257.0,1503.0,257.0,0.0,EOD,0,0.0,2.92,0.0,17.57,0.0,20.490000000000002
46,R1,58.0,0.0,0.0,295.0,119.0,0.0,EOD,119,119.0,1.74,0.0,0.0,0.0,1.74
46,R2,59.0,0.0,0.0,278.0,67.0,0.0,EOD,67,67.0,1.77,0.0,0.0,0.0,1.77
46,R3,0.0,184.0,0.0,1075.0,209.0,0.0,EOD,209,25.0,0.0,92.0,0.0,0.0,92.0
47,Supplier,0.0,0.0,193.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,500.0,500.0
47,W1,515.0,0.0,144.0,986.0,186.0,434.0,EOD,0,0.0,10.3,0.0,16.86,350.0,377.16
47,W2,82.0,0.0,0.0,1558.0,209.0,402.0,EOD,0,0.0,1.6400000000000001,0.0,17.09,600.0,618.73
47,R1,219.0,0.0,0.0,235.0,134.0,295.0,EOD,134,134.0,6.569999999999999,0.0,0.0,0.0,6.569999999999999
47,R2,0.0,38.0,0.0,278.0,97.0,0.0,EOD,97,59.0,0.0,19.0,0.0,0.0,19.0
47,R3,166.0,0.0,0.0,962.0,229.0,579.0,EOD,229,229.0,4.9799999999999995,0.0,0.0,0.0,4.9799999999999995
48,Supplier,0.0,0.0,588.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
48,W1,274.0,0.0,134.0,986.0,231.0,0.0,EOD,0,0.0,5.48,0.0,17.31,380.0,402.79
48,W2,82.0,0.0,229.0,1558.0,229.0,0.0,EOD,0,0.0,1.6400000000000001,0.0,17.29,0.0,18.93
48,R1,98.0,0.0,0.0,235.0,121.0,0.0,EOD,121,121.0,2.94,0.0,0.0,0.0,2.94
48,R2,156.0,0.0,0.0,241.0,84.0,278.0,EOD,84,84.0,4.68,0.0,0.0,0.0,4.68
48,R3,0.0,62.0,0.0,962.0,228.0,0.0,EOD,228,166.0,0.0,31.0,0.0,0.0,31.0
49,Supplier,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,1000.0,1000.0
49,W1,532.0,0.0,84.0,1083.0,205.0,513.0,EOD,0,0.0,10.64,0.0,17.05,350.0,377.69
49,W2,85.0,0.0,0.0,1536.0,228.0,460.0,EOD,0,0.0,1.7,0.0,17.28,600.0,618.98
49,R1,167.0,0.0,0.0,255.0,166.0,235.0,EOD,166,166.0,5.01,0.0,0.0,0.0,5.01
49,R2,75.0,0.0,0.0,241.0,81.0,0.0,EOD,81,81.0,2.25,0.0,0.0,0.0,2.25
49,R3,141.0,0.0,0.0,923.0,293.0,496.0,EOD,293,293.0,4.2299999999999995,0.0,0.0,0.0,4.2299999999999995
50,Supplier,0.0,0.0,433.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
50,W1,532.0,0.0,331.0,1083.0,247.0,0.0,EOD,0,0.0,10.64,0.0,17.47,0.0,28.11
50,W2,85.0,0.0,293.0,1536.0,293.0,0.0,EOD,0,0.0,1.7,0.0,17.93,0.0,19.63
50,R1,0.0,31.0,0.0,255.0,198.0,0.0,EOD,198,167.0,0.0,15.5,0.0,0.0,15.5
50,R2,0.0,23.0,0.0,241.0,98.0,0.0,EOD,98,75.0,0.0,11.5,0.0,0.0,11.5
50,R3,0.0,203.0,0.0,923.0,344.0,0.0,EOD,344,141.0,0.0,101.5,0.0,0.0,101.5
51,Supplier,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,1000.0,1000.0
51,W1,378.0,0.0,0.0,1062.0,296.0,473.0,EOD,0,0.0,7.5600000000000005,0.0,17.96,730.0,755.52
51,W2,89.0,0.0,0.0,1416.0,344.0,641.0,EOD,0,0.0,1.78,0.0,18.44,600.0,620.22
51,R1,82.0,0.0,0.0,364.0,142.0,255.0,EOD,142,142.0,2.46,0.0,0.0,0.0,2.46
51,R2,149.0,0.0,0.0,263.0,69.0,241.0,EOD,69,69.0,4.47,0.0,0.0,0.0,4.47
51,R3,56.0,0.0,0.0,1094.0,207.0,466.0,EOD,207,207.0,1.68,0.0,0.0,0.0,1.68
52,Supplier,0.0,0.0,640.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
52,W1,378.0,0.0,211.0,1062.0,211.0,0.0,EOD,0,0.0,7.5600000000000005,0.0,17.11,0.0,24.67
52,W2,89.0,0.0,207.0,1416.0,207.0,0.0,EOD,0,0.0,1.78,0.0,17.07,0.0,18.85
52,R1,0.0,32.0,0.0,364.0,114.0,0.0,EOD,114,82.0,0.0,16.0,0.0,0.0,16.0
52,R2,72.0,0.0,0.0,263.0,77.0,0.0,EOD,77,77.0,2.16,0.0,0.0,0.0,2.16
52,R3,0.0,158.0,0.0,1094.0,214.0,0.0,EOD,214,56.0,0.0,79.0,0.0,0.0,79.0
53,Supplier,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,1000.0,1000.0
53,W1,122.0,0.0,146.0,1569.0,191.0,0.0,EOD,0,0.0,2.44,0.0,16.91,350.0,369.35
53,W2,125.0,0.0,0.0,1510.0,214.0,457.0,EOD,0,0.0,2.5,0.0,17.14,600.0,619.64
53,R1,222.0,0.0,0.0,256.0,110.0,364.0,EOD,110,110.0,6.66,0.0,0.0,0.0,6.66
53,R2,12.0,0.0,0.0,263.0,60.0,0.0,EOD,60,60.0,0.36,0.0,0.0,0.0,0.36
53,R3,75.0,0.0,0.0,1058.0,224.0,457.0,EOD,224,224.0,2.25,0.0,0.0,0.0,2.25
54,Supplier,0.0,0.0,405.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
54,W1,526.0,0.0,110.0,959.0,170.0,610.0,EOD,0,0.0,10.52,0.0,16.7,380.0,407.22
54,W2,125.0,0.0,224.0,1510.0,224.0,0.0,EOD,0,0.0,2.5,0.0,17.240000000000002,0.0,19.740000000000002
54,R1,110.0,0.0,0.0,256.0,112.0,0.0,EOD,112,112.0,3.3,0.0,0.0,0.0,3.3
54,R2,210.0,0.0,0.0,206.0,65.0,263.0,EOD,65,65.0,6.3,0.0,0.0,0.0,6.3
54,R3,0.0,133.0,0.0,1058.0,208.0,0.0,EOD,208,75.0,0.0,66.5,0.0,0.0,66.5
55,Supplier,0.0,0.0,361.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,500.0,500.0
55,W1,304.0,0.0,65.0,959.0,177.0,0.0,EOD,0,0.0,6.08,0.0,16.77,350.0,372.85
55,W2,131.0,0.0,0.0,1510.0,208.0,438.0,EOD,0,0.0,2.62,0.0,17.08,600.0,619.7
55,R1,231.0,0.0,0.0,222.0,135.0,256.0,EOD,135,135.0,6.93,0.0,0.0,0.0,6.93
55,R2,145.0,0.0,0.0,206.0,65.0,0.0,EOD,65,65.0,4.35,0.0,0.0,0.0,4.35
55,R3,283.0,0.0,0.0,853.0,221.0,637.0,EOD,221,221.0,8.49,0.0,0.0,0.0,8.49
56,Supplier,0.0,0.0,208.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,500.0,500.0
56,W1,756.0,0.0,265.0,1045.0,200.0,452.0,EOD,0,0.0,15.120000000000001,0.0,17.0,0.0,32.120000000000005
56,W2,131.0,0.0,221.0,1510.0,221.0,0.0,EOD,0,0.0,2.62,0.0,17.21,0.0,19.830000000000002
56,R1,46.0,0.0,0.0,222.0,185.0,0.0,EOD,185,185.0,1.38,0.0,0.0,0.0,1.38
56,R2,55.0,0.0,0.0,206.0,90.0,0.0,EOD,90,90.0,1.65,0.0,0.0,0.0,1.65
56,R3,15.0,0.0,0.0,853.0,268.0,0.0,EOD,268,268.0,0.44999999999999996,0.0,0.0,0.0,0.44999999999999996
57,Supplier,0.0,0.0,200.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,500.0,500.0
57,W1,216.0,0.0,0.0,1045.0,275.0,0.0,EOD,0,0.0,4.32,0.0,17.75,730.0,752.07
57,W2,163.0,0.0,0.0,1418.0,268.0,521.0,EOD,0,0.0,3.2600000000000002,0.0,17.68,600.0,620.94
57,R1,73.0,0.0,0.0,320.0,195.0,222.0,EOD,195,195.0,2.19,0.0,0.0,0.0,2.19
57,R2,178.0,0.0,0.0,220.0,83.0,206.0,EOD,83,83.0,5.34,0.0,0.0,0.0,5.34
57,R3,165.0,0.0,0.0,921.0,271.0,421.0,EOD,271,271.0,4.95,0.0,0.0,0.0,4.95
58,Supplier,0.0,0.0,268.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,500.0,500.0
58,W1,723.0,0.0,278.0,1013.0,278.0,507.0,EOD,0,0.0,14.46,0.0,17.78,0.0,32.24
58,W2,163.0,0.0,271.0,1418.0,271.0,0.0,EOD,0,0.0,3.2600000000000002,0.0,17.71,0.0,20.970000000000002
58,R1,0.0,31.0,0.0,320.0,104.0,0.0,EOD,104,73.0,0.0,15.5,0.0,0.0,15.5
58,R2,94.0,0.0,0.0,220.0,84.0,0.0,EOD,84,84.0,2.82,0.0,0.0,0.0,2.82
58,R3,0.0,18.0,0.0,921.0,183.0,0.0,EOD,183,165.0,0.0,9.0,0.0,0.0,9.0
59,Supplier,0.0,0.0,278.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,500.0,500.0
59,W1,424.0,0.0,167.0,1013.0,188.0,0.0,EOD,0,0.0,8.48,0.0,16.88,350.0,375.36
59,W2,260.0,0.0,0.0,1406.0,183.0,551.0,EOD,0,0.0,5.2,0.0,16.83,600.0,622.03
59,R1,171.0,0.0,0.0,299.0,118.0,320.0,EOD,118,118.0,5.13,0.0,0.0,0.0,5.13
59,R2,25.0,0.0,0.0,220.0,69.0,0.0,EOD,69,69.0,0.75,0.0,0.0,0.0,0.75
59,R3,244.0,0.0,0.0,943.0,170.0,432.0,EOD,170,170.0,7.319999999999999,0.0,0.0,0.0,7.319999999999999
60,Supplier,0.0,0.0,183.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,500.0,500.0
60,W1,188.0,0.0,118.0,1479.0,187.0,0.0,EOD,0,0.0,3.7600000000000002,0.0,16.87,380.0,400.63
60,W2,260.0,0.0,170.0,1406.0,170.0,0.0,EOD,0,0.0,5.2,0.0,16.7,0.0,21.9
60,R1,67.0,0.0,0.0,299.0,104.0,0.0,EOD,104,104.0,2.01,0.0,0.0,0.0,2.01
60,R2,157.0,0.0,0.0,236.0,88.0,220.0,EOD,88,88.0,4.71,0.0,0.0,0.0,4.71
60,R3,69.0,0.0,0.0,943.0,175.0,0.0,EOD,175,175.0,2.07,0.0,0.0,0.0,2.07
61,Supplier,0.0,0.0,540.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
61,W1,504.0,0.0,88.0,941.0,192.0,538.0,EOD,0,0.0,10.08,0.0,16.92,350.0,377.0
61,W2,353.0,0.0,0.0,968.0,175.0,438.0,EOD,0,0.0,7.0600000000000005,0.0,16.75,350.0,373.81
61,R1,208.0,0.0,0.0,222.0,158.0,299.0,EOD,158,158.0,6.24,0.0,0.0,0.0,6.24
61,R2,75.0,0.0,0.0,236.0,82.0,0.0,EOD,82,82.0,2.25,0.0,0.0,0.0,2.25
61,R3,329.0,0.0,0.0,799.0,229.0,489.0,EOD,229,229.0,9.87,0.0,0.0,0.0,9.87
62,Supplier,0.0,0.0,379.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,500.0,500.0
62,W1,504.0,0.0,328.0,941.0,240.0,0.0,EOD,0,0.0,10.08,0.0,17.4,0.0,27.479999999999997
62,W2,124.0,0.0,0.0,1496.0,229.0,0.0,EOD,0,0.0,2.48,0.0,17.29,350.0,369.77
62,R1,24.0,0.0,0.0,222.0,184.0,0.0,EOD,184,184.0,0.72,0.0,0.0,0.0,0.72
62,R2,0.0,32.0,0.0,236.0,107.0,0.0,EOD,107,75.0,0.0,16.0,0.0,0.0,16.0
62,R3,67.0,0.0,0.0,1028.0,262.0,0.0,EOD,262,262.0,2.01,0.0,0.0,0.0,2.01
63,Supplier,0.0,0.0,229.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,500.0,500.0
63,W1,360.0,0.0,0.0,1085.0,291.0,475.0,EOD,0,0.0,7.2,0.0,17.91,730.0,755.11
63,W2,291.0,0.0,0.0,1067.0,262.0,429.0,EOD,0,0.0,5.82,0.0,17.62,350.0,373.44
63,R1,51.0,0.0,0.0,342.0,195.0,222.0,EOD,195,195.0,1.53,0.0,0.0,0.0,1.53
63,R2,83.0,0.0,0.0,277.0,121.0,236.0,EOD,121,121.0,2.4899999999999998,0.0,0.0,0.0,2.4899999999999998
63,R3,209.0,0.0,0.0,836.0,312.0,454.0,EOD,312,312.0,6.27,0.0,0.0,0.0,6.27
64,Supplier,0.0,0.0,291.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,500.0,500.0
64,W1,360.0,0.0,316.0,1085.0,316.0,0.0,EOD,0,0.0,7.2,0.0,18.16,0.0,25.36
64,W2,0.0,0.0,21.0,1558.0,312.0,0.0,EOD,0,0.0,0.0,0.0,18.12,350.0,368.12
64,R1,0.0,169.0,0.0,342.0,220.0,0.0,EOD,220,51.0,0.0,84.5,0.0,0.0,84.5
64,R2,0.0,37.0,0.0,277.0,120.0,0.0,EOD,120,83.0,0.0,18.5,0.0,0.0,18.5
64,R3,0.0,74.0,0.0,1127.0,283.0,0.0,EOD,283,209.0,0.0,37.0,0.0,0.0,37.0
65,Supplier,0.0,0.0,312.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,500.0,500.0
65,W1,170.0,0.0,0.0,1226.0,340.0,466.0,EOD,0,0.0,3.4,0.0,18.4,980.0,1001.8
65,W2,235.0,0.0,0.0,1019.0,283.0,539.0,EOD,0,0.0,4.7,0.0,17.83,350.0,372.53
65,R1,14.0,0.0,0.0,415.0,159.0,342.0,EOD,159,159.0,0.42,0.0,0.0,0.0,0.42
65,R2,0.0,166.0,0.0,518.0,129.0,0.0,EOD,129,0.0,0.0,83.0,0.0,0.0,83.0
65,R3,86.0,0.0,0.0,1086.0,185.0,345.0,EOD,185,185.0,2.58,0.0,0.0,0.0,2.58
66,Supplier,0.0,0.0,340.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,500.0,500.0
66,W1,170.0,0.0,288.0,1226.0,288.0,0.0,EOD,0,0.0,3.4,0.0,17.88,0.0,21.279999999999998
66,W2,235.0,0.0,185.0,1614.0,185.0,0.0,EOD,0,0.0,4.7,0.0,16.85,0.0,21.55
66,R1,0.0,110.0,0.0,415.0,124.0,0.0,EOD,124,14.0,0.0,55.0,0.0,0.0,55.0
66,R2,28.0,0.0,0.0,241.0,83.0,277.0,EOD,83,83.0,0.84,0.0,0.0,0.0,0.84
66,R3,110.0,0.0,0.0,857.0,205.0,229.0,EOD,205,205.0,3.3,0.0,0.0,0.0,3.3
67,Supplier,0.0,0.0,185.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,500.0,500.0
67,W1,170.0,0.0,495.0,1854.0,207.0,0.0,EOD,0,0.0,3.4,0.0,17.07,0.0,20.47
67,W2,0.0,0.0,155.0,1614.0,205.0,0.0,EOD,0,0.0,0.0,0.0,17.05,350.0,367.05
67,R1,189.0,0.0,0.0,0.0,116.0,415.0,EOD,116,116.0,5.67,0.0,0.0,0.0,5.67
67,R2,0.0,55.0,0.0,241.0,83.0,0.0,EOD,83,28.0,0.0,27.5,0.0,0.0,27.5
67,R3,148.0,0.0,0.0,830.0,224.0,262.0,EOD,224,224.0,4.4399999999999995,0.0,0.0,0.0,4.4399999999999995
68,Supplier,0.0,0.0,597.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
68,W1,95.0,0.0,0.0,1235.0,199.0,619.0,EOD,0,0.0,1.9000000000000001,0.0,16.99,730.0,748.89
68,W2,149.0,0.0,0.0,1086.0,224.0,528.0,EOD,0,0.0,2.98,0.0,17.240000000000002,350.0,370.22
68,R1,52.0,0.0,0.0,399.0,137.0,0.0,EOD,137,137.0,1.56,0.0,0.0,0.0,1.56
68,R2,123.0,0.0,0.0,295.0,63.0,241.0,EOD,63,63.0,3.69,0.0,0.0,0.0,3.69
68,R3,267.0,0.0,0.0,918.0,172.0,291.0,EOD,172,172.0,8.01,0.0,0.0,0.0,8.01
69,Supplier,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,1000.0,1000.0
69,W1,95.0,0.0,200.0,1641.0,200.0,0.0,EOD,0,0.0,1.9000000000000001,0.0,17.0,0.0,18.9
69,W2,149.0,0.0,172.0,1700.0,172.0,0.0,EOD,0,0.0,2.98,0.0,16.72,0.0,19.7
69,R1,0.0,103.0,0.0,399.0,155.0,0.0,EOD,155,52.0,0.0,51.5,0.0,0.0,51.5
69,R2,56.0,0.0,0.0,295.0,67.0,0.0,EOD,67,67.0,1.68,0.0,0.0,0.0,1.68
69,R3,347.0,0.0,0.0,614.0,224.0,304.0,EOD,224,224.0,10.41,0.0,0.0,0.0,10.41
70,Supplier,0.0,0.0,372.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
70,W1,410.0,0.0,130.0,1034.0,222.0,607.0,EOD,0,0.0,8.2,0.0,17.22,350.0,375.42
70,W2,244.0,0.0,0.0,1209.0,224.0,491.0,EOD,0,0.0,4.88,0.0,17.240000000000002,350.0,372.12
70,R1,77.0,0.0,0.0,292.0,219.0,399.0,EOD,219,219.0,2.31,0.0,0.0,0.0,2.31
70,R2,0.0,45.0,0.0,295.0,101.0,0.0,EOD,101,56.0,0.0,22.5,0.0,0.0,22.5
70,R3,44.0,0.0,0.0,1010.0,303.0,0.0,EOD,303,303.0,1.3199999999999998,0.0,0.0,0.0,1.3199999999999998
71,Supplier,0.0,0.0,396.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,500.0,500.0
71,W1,179.0,0.0,219.0,1456.0,320.0,0.0,EOD,0,0.0,3.58,0.0,18.2,380.0,401.78
71,W2,0.0,0.0,59.0,1209.0,303.0,0.0,EOD,0,0.0,0.0,0.0,18.03,350.0,368.03
71,R1,0.0,137.0,0.0,292.0,214.0,0.0,EOD,214,77.0,0.0,68.5,0.0,0.0,68.5
71,R2,132.0,0.0,0.0,231.0,118.0,295.0,EOD,118,118.0,3.96,0.0,0.0,0.0,3.96
71,R3,0.0,54.0,0.0,1019.0,333.0,235.0,EOD,333,279.0,0.0,27.0,0.0,0.0,27.0
72,Supplier,0.0,0.0,320.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,500.0,500.0
72,W1,374.0,0.0,118.0,828.0,332.0,628.0,EOD,0,0.0,7.48,0.0,18.32,600.0,625.8
72,W2,203.0,0.0,0.0,1313.0,333.0,595.0,EOD,0,0.0,4.0600000000000005,0.0,18.33,350.0,372.39
72,R1,28.0,0.0,0.0,433.0,127.0,292.0,EOD,127,127.0,0.84,0.0,0.0,0.0,0.84
72,R2,35.0,0.0,0.0,231.0,97.0,0.0,EOD,97,97.0,1.05,0.0,0.0,0.0,1.05
72,R3,79.0,0.0,0.0,1032.0,246.0,379.0,EOD,246,246.0,2.37,0.0,0.0,0.0,2.37
73,Supplier,0.0,0.0,333.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,500.0,500.0
73,W1,159.0,0.0,127.0,1480.0,224.0,0.0,EOD,0,0.0,3.18,0.0,17.240000000000002,380.0,400.42
73,W2,0.0,0.0,43.0,1313.0,246.0,0.0,EOD,0,0.0,0.0,0.0,17.46,350.0,367.46
73,R1,0.0,118.0,0.0,433.0,146.0,0.0,EOD,146,28.0,0.0,59.0,0.0,0.0,59.0
73,R2,0.0,56.0,0.0,446.0,91.0,0.0,EOD,91,35.0,0.0,28.0,0.0,0.0,28.0
73,R3,0.0,132.0,0.0,1235.0,211.0,0.0,EOD,211,79.0,0.0,66.0,0.0,0.0,66.0
74,Supplier,0.0,0.0,224.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,500.0,500.0
74,W1,292.0,0.0,91.0,1074.0,237.0,406.0,EOD,0,0.0,5.84,0.0,17.37,350.0,373.21
74,W2,0.0,0.0,254.0,1892.0,211.0,0.0,EOD,0,0.0,0.0,0.0,17.11,0.0,17.11
