node_id,demand_sum,fulfilled_sum,fill_rate
R1,13236,11549.0,0.8725445754004231
R2,8217,6563.0,0.7987099914810758
R3,21393,18061.0,0.8442481185434488
Supplier,0,0.0,
W1,0,0.0,
W2,0,0.0,
_OVERALL_,42846,36173.0,0.8442561732717173
