sku,demand_sum,fulfilled_sum,fill_rate
SKU_A,152220,137492,0.9032453028511365
SKU_B,64894,47488,0.7317779763922705
SKU_C,97695,63027,0.6451404882542607
SKU_D,72319,72203,0.9983959955198496
SKU_E,60592,56981,0.9404046738843411
