sku,demand_sum,fulfilled_sum,fill_rate
SKU_A,920242,842151,0.9151407999200211
SKU_B,396172,395447,0.9981699867734216
SKU_C,531472,503101,0.9466180720715296
SKU_D,459814,434807,0.9456149660514904
SKU_E,362156,359083,0.9915147063696308
