sku,demand_sum,fulfilled_sum,fill_rate
SKU_A,152220,144635,0.9501708054132177
SKU_B,64894,57921,0.8925478472586064
SKU_C,97695,93421,0.9562515993653719
SKU_D,72319,72319,1.0
SKU_E,60592,50372,0.8313308687615527
