sku,demand_sum,fulfilled_sum,fill_rate
SKU_A,152220,148500,0.9755616870319275
SKU_B,64894,55019,0.8478287669121952
SKU_C,97695,96025,0.9829059829059829
SKU_D,72319,72020,0.9958655401761639
SKU_E,60592,45246,0.7467322418801162
