node_id,demand_sum,fulfilled_sum,fill_rate
R1,13236,7278.0,0.5498640072529465
R2,8217,3851.0,0.46866252890349275
R3,21393,9981.0,0.4665544804375263
Supplier,0,0.0,
W1,0,0.0,
W2,0,0.0,
_OVERALL_,42846,21110.0,0.4926947673061663
