sku,demand_sum,fulfilled_sum,fill_rate
SKU_A,152220,151568,0.9957167257916174
SKU_B,64894,52770,0.8131722501309828
SKU_C,97695,64645,0.6617022365525359
SKU_D,72319,71829,0.9932244638338472
SKU_E,60592,55334,0.9132228677053076
